fecha,cod_ine,municipio_distrito,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
2020-05-01,28113,Pinto,33,"62,83",243,"462,63"
2020-05-01,28003,Alameda del Valle,,0,,0
2020-05-01,28020,Berzosa del Lozoya,,0,,"975,61"
2020-05-01,28137,Los Santos de la Humosa,,"38,61",20,"772,2"
2020-05-01,28004,El Álamo,9,"95,04",69,"728,62"
2020-05-01,28109,Pelayos de la Presa,,"38,52",16,"616,33"
2020-05-01,28061,Galapagar,55,163,238,"705,35"
2020-05-01,28066,Griñón,,"38,76",80,"775,27"
2020-05-01,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"949,37"
2020-05-01,28008,Aldea del Fresno,11,"387,6",54,"1902,75"
2020-05-01,28035,Carabaña,,"49,75",13,"646,77"
2020-05-01,28145,Talamanca de Jarama,,"51,85",26,"674,1"
2020-05-01,28051,Chapinería,,0,6,"257,73"
2020-05-01,28040,Ciempozuelos,27,"109,79",198,"805,14"
2020-05-01,28002,Ajalvir,,"42,44",14,"297,11"
2020-05-01,28131,San Lorenzo de El Escorial,21,"114,32",128,"696,83"
2020-05-01,28064,Gascones,,0,,0
2020-05-01,28132,San Martín de la Vega,13,"67,81",84,"438,18"
2020-05-01,28092,Móstoles,168,"80,31",1923,"919,29"
2020-05-01,28074,Leganés,170,"89,54",2851,"1501,62"
2020-05-01,28024,Braojos,,0,,"975,61"
2020-05-01,28050,Cubas de la Sagra,,"46,78",24,"374,24"
2020-05-01,28009,Algete,8,"38,81",103,"499,73"
2020-05-01,28084,Mejorada del Campo,8,"34,37",173,"743,32"
2020-05-01,28075,Loeches,,0,48,"546,01"
2020-05-01,28106,Parla,52,"39,96",716,"550,24"
2020-05-01,28060,Fuentidueña de Tajo,,"48,71",17,"828,06"
2020-05-01,28011,Ambite,,0,7,"1182,43"
2020-05-01,28153,Torremocha de Jarama,,0,8,"785,08"
2020-05-01,28012,Anchuelo,,0,7,"550,75"
2020-05-01,28087,Los Molinos,8,"182,27",50,"1139,21"
2020-05-01,28144,Soto del Real,6,"68,19",63,"715,99"
2020-05-01,28166,Valverde de Alcalá,,"215,05",8,"1720,43"
2020-05-01,28059,Fuente el Saz de Jarama,,"44,8",32,"477,9"
2020-05-01,28070,Horcajo de la Sierra-Aoslos,,0,,"2758,62"
2020-05-01,28162,Valdeolmos-Alalpardo,,"24,18",11,"265,96"
2020-05-01,28033,Campo Real,,"16,1",24,"386,47"
2020-05-01,28156,Valdeavero,,0,8,"514,8"
2020-05-01,28173,Villamanrique de Tajo,,"142,25",,"568,99"
2020-05-01,28041,Cobeña,,"26,93",65,"875,07"
2020-05-01,28056,Fresnedillas de la Oliva,,"127,23",9,"572,52"
2020-05-01,28165,Valdilecha,,"34,09",17,"579,61"
2020-05-01,28021,El Berrueco,,0,8,"1052,63"
2020-05-01,28111,Pezuela de las Torres,,0,,"237,53"
2020-05-01,28179,Villar del Olmo,,0,,"198,91"
2020-05-01,28068,Guadarrama,46,"286,93",186,"1160,18"
2020-05-01,28133,San Martín de Valdeiglesias,13,"153,68",82,"969,38"
2020-05-01,28152,Torrelodones,100,"421,64",245,"1033,01"
2020-05-01,28022,Boadilla del Monte,44,"80,63",297,"544,26"
2020-05-01,28150,Torrejón de Velasco,,"45,64",19,"433,59"
2020-05-01,28178,Villanueva de Perales,,0,,"319,9"
2020-05-01,28146,Tielmes,,"113,21",32,"1207,55"
2020-05-01,28134,San Sebastián de los Reyes,46,"51,53",465,"520,86"
2020-05-01,28067,Guadalix de la Sierra,,"16,09",34,"547,15"
2020-05-01,28073,Humanes de Madrid,12,"60,78",105,"531,83"
2020-05-01,28052,Chinchón,,"37,52",25,"468,96"
2020-05-01,28031,Cadalso de los Vidrios,,"32,91",8,"263,24"
2020-05-01,28072,Hoyo de Manzanares,8,"94,85",33,"391,27"
2020-05-01,28149,Torrejón de la Calzada,,"22,54",37,"417,04"
2020-05-01,28055,Estremera,,"79,37",9,"714,29"
2020-05-01,28048,Corpa,,0,6,"841,51"
2020-05-01,28083,Meco,,"6,99",125,"873,82"
2020-05-01,28078,Madarcos,,0,,0
2020-05-01,28183,Zarzalejo,8,"482,51",22,"1326,9"
2020-05-01,28014,Arganda del Rey,23,"41,52",328,"592,18"
2020-05-01,28046,Collado Mediano,6,"86,23",31,"445,53"
2020-05-01,28053,Daganzo de Arriba,,"9,8",39,"382,17"
2020-05-01,28082,Manzanares El Real,,"45,25",37,"418,55"
2020-05-01,28027,Buitrago del Lozoya,,"53,08",15,"796,18"
2020-05-01,28157,Valdelaguna,,0,,"106,72"
2020-05-01,28163,Valdepiélagos,,0,,0
2020-05-01,28036,Casarrubuelos,,0,10,"264,69"
2020-05-01,28085,Miraflores de la Sierra,,"65,49",35,"573,02"
2020-05-01,28104,Paracuellos de Jarama,,"11,87",69,"273,06"
2020-05-01,28168,El Vellón,,"51,07",13,"663,94"
2020-05-01,28076,Lozoya,,0,,"172,12"
2020-05-01,28047,Collado Villalba,93,"146,05",461,"723,94"
2020-05-01,28044,Colmenarejo,6,"65,72",41,"449,07"
2020-05-01,28182,Villavieja del Lozoya,,0,,0
2020-05-01,28117,Prádena del Rincón,,0,,0
2020-05-01,28030,La Cabrera,,0,11,"412,45"
2020-05-01,28141,Sevilla la Nueva,18,"193,17",95,"1019,53"
2020-05-01,28001,La Acebeda,,0,,0
2020-05-01,28121,Redueña,,0,,"769,23"
2020-05-01,28124,Robledillo de la Jara,,0,,1250
2020-05-01,28138,La Serna del Monte,,0,,0
2020-05-01,28043,Colmenar de Oreja,,"37,35",25,"311,25"
2020-05-01,28128,Rozas de Puerto Real,,"188,68",,"566,04"
2020-05-01,28158,Valdemanco,,0,,"109,41"
2020-05-01,28026,Brunete,12,"111,77",74,"689,27"
2020-05-01,28147,Titulcia,,0,7,"533,13"
2020-05-01,28171,Villa del Prado,14,"214,72",113,"1733,13"
2020-05-01,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"230,95"
2020-05-01,28119,Quijorna,,"145,39",22,"639,72"
2020-05-01,28161,Valdemoro,40,"52,64",722,"950,21"
2020-05-01,28903,Tres Cantos,32,"67,06",337,"706,17"
2020-05-01,28151,Torrelaguna,,"63,03",18,"378,15"
2020-05-01,28123,Rivas-Vaciamadrid,31,"35,17",531,"602,38"
2020-05-01,28016,El Atazar,,0,,0
2020-05-01,28108,Pedrezuela,,"50,92",24,"407,33"
2020-05-01,28135,Santa María de la Alameda,,"398,72",6,"478,47"
2020-05-01,28071,Horcajuelo de la Sierra,,0,,0
2020-05-01,28015,Arroyomolinos,8,"25,48",157,"500,06"
2020-05-01,28090,Moralzarzal,,"38,38",68,"522,03"
2020-05-01,28034,Canencia,,"223,71",,"447,43"
2020-05-01,28180,Villarejo de Salvanés,,"13,63",34,"463,53"
2020-05-01,28140,Serranillos del Valle,,"120,05",31,"744,3"
2020-05-01,28181,Villaviciosa de Odón,17,"61,07",187,"671,82"
2020-05-01,28032,Camarma de Esteruelas,,"27,26",42,"572,52"
2020-05-01,28125,Robledo de Chavela,,"70,26",22,"515,22"
2020-05-01,28107,Patones,,"369,69",6,"1109,06"
2020-05-01,28095,Navalagamella,,0,6,"229,89"
2020-05-01,28120,Rascafría,,0,,"300,48"
2020-05-01,28023,El Boalo,10,"133,19",39,"519,45"
2020-05-01,28080,Majadahonda,75,"104,42",526,"732,33"
2020-05-01,28017,Batres,,0,8,"475,06"
2020-05-01,28006,Alcobendas,76,"64,94",703,"600,65"
2020-05-01,28005,Alcalá de Henares,80,"40,89",2269,"1159,73"
2020-05-01,28045,Colmenar Viejo,33,"65,02",355,"699,48"
2020-05-01,28130,San Fernando de Henares,24,"60,86",403,"1022,01"
2020-05-01,28172,Villalbilla,,"7,21",87,"626,89"
2020-05-01,28054,El Escorial,23,"142,31",95,"587,8"
2020-05-01,28042,Colmenar del Arroyo,,"173,91",7,"405,8"
2020-05-01,28148,Torrejón de Ardoz,49,"37,3",935,"711,7"
2020-05-01,28114,Piñuécar-Gandullas,,0,,0
2020-05-01,28025,Brea de Tajo,,0,,"954,2"
2020-05-01,28086,El Molar,,"55,94",36,"402,77"
2020-05-01,28019,Belmonte de Tajo,,"60,1",,"300,48"
2020-05-01,28154,Torres de la Alameda,,"64,28",74,"951,28"
2020-05-01,28143,Somosierra,,0,,"1162,79"
2020-05-01,28010,Alpedrete,40,"274,44",137,"939,97"
2020-05-01,28102,Orusco de Tajuña,,0,17,"1366,56"
2020-05-01,28069,La Hiruela,,0,,"1754,39"
2020-05-01,28039,Cervera de Buitrago,,0,,2000
2020-05-01,28065,Getafe,115,"62,71",1215,"662,58"
2020-05-01,28122,Ribatejada,,"127,71",,"255,43"
2020-05-01,28170,Villaconejos,,0,8,"236,13"
2020-05-01,28164,Valdetorres de Jarama,,0,16,"355,79"
2020-04-30,07903,Madrid-Retiro,117,"98,06",1346,"1128,09"
2020-04-30,07904,Madrid-Salamanca,149,"101,98",1532,"1048,57"
2020-04-30,07901,Madrid-Centro,155,"114,94",1100,"815,73"
2020-04-30,07902,Madrid-Arganzuela,158,"102,73",1491,"969,42"
2020-04-30,07905,Madrid-Chamartín,159,"109,02",1511,1036
2020-04-30,07906,Madrid-Tetuán,180,"113,91",2038,"1289,69"
2020-04-30,07907,Madrid-Chamberí,193,"138,47",1445,"1036,74"
2020-04-30,07908,Madrid-Fuencarral-El Pardo,215,"87,42",2775,"1128,33"
2020-04-30,07909,Madrid-Moncloa-Aravaca,152,"127,28",1253,"1049,25"
2020-04-30,07910,Madrid-Latina,284,"119,22",2589,"1086,82"
2020-04-30,07911,Madrid-Carabanchel,277,"109,44",2503,"988,94"
2020-04-30,07912,Madrid-Usera,135,"96,61",1326,"948,9"
2020-04-30,07913,Madrid-Puente de Vallecas,227,"96,65",2874,"1223,72"
2020-04-30,07920,Madrid-San Blas-Canillejas,108,"68,29",1370,"866,31"
2020-04-30,07921,Madrid-Barajas,28,"57,21",409,"835,63"
2020-04-30,07914,Madrid-Moratalaz,114,"120,55",1256,"1328,12"
2020-04-30,07915,Madrid-Ciudad Lineal,216,"99,87",2088,"965,4"
2020-04-30,07916,Madrid-Hortaleza,132,"70,14",1655,"879,44"
2020-04-30,07917,Madrid-Villaverde,151,"101,38",1348,"905,03"
2020-04-30,07918,Madrid-Villa de Vallecas,58,"52,55",1156,"1047,43"
2020-04-30,07919,Madrid-Vicálvaro,45,"62,42",746,"1034,8"
2020-04-30,28115,Pozuelo de Alarcón,150,"173,57",729,"843,54"
2020-04-30,28007,Alcorcón,154,"90,32",1683,"987,02"
2020-04-30,28096,Navalcarnero,14,"47,78",157,"535,87"
2020-04-30,28129,San Agustín del Guadalix,,"37,37",57,"426,04"
2020-04-30,28127,Las Rozas de Madrid,116,"121,07",714,"745,19"
2020-04-30,28089,Moraleja de Enmedio,,"38,94",24,"467,29"
2020-04-30,28155,Valdaracete,,0,,"821,02"
2020-04-30,28116,Pozuelo del Rey,,0,,"174,37"
2020-04-30,28118,Puebla de la Sierra,,0,,0
2020-04-30,28110,Perales de Tajuña,,"34,07",8,"272,57"
2020-04-30,28160,Valdemorillo,9,"71,9",46,"367,47"
2020-04-30,28094,Navalafuente,,"69,01",6,"414,08"
2020-04-30,28167,Velilla de San Antonio,,"40,86",66,"539,39"
2020-04-30,28176,Villanueva de la Cañada,26,"121,24",127,"592,21"
2020-04-30,28177,Villanueva del Pardillo,9,"52,39",82,"477,3"
2020-04-30,28100,Nuevo Baztán,,"15,93",27,"430,21"
2020-04-30,28175,Villamantilla,,0,7,"485,77"
2020-04-30,28174,Villamanta,,"78,28",12,"469,67"
2020-04-30,28029,Cabanillas de la Sierra,,0,10,"1322,75"
2020-04-30,28037,Cenicientos,,"147,57",22,"1082,14"
2020-04-30,28902,Puentes Viejas,,0,,"294,55"
2020-04-30,28013,Aranjuez,37,"62,07",436,"731,46"
2020-04-30,28038,Cercedilla,13,"185,03",99,"1409,05"
2020-04-30,28136,Santorcaz,,0,7,"790,07"
2020-04-30,28049,Coslada,50,"61,23",775,"949,05"
2020-04-30,28091,Morata de Tajuña,7,"91,11",94,"1223,48"
2020-04-30,28126,Robregordo,,0,,0
2020-04-30,28097,Navarredonda y San Mamés,,0,,"1550,39"
2020-04-30,28169,Venturada,,0,,"138,7"
2020-04-30,28093,Navacerrada,,"100,94",16,"538,36"
2020-04-30,28088,Montejo de la Sierra,,0,,"283,29"
2020-04-30,28057,Fresno de Torote,,"45,02",14,"630,35"
2020-04-30,28112,Pinilla del Valle,,0,,0
2020-04-30,28159,Valdemaqueda,,0,,"512,16"
2020-04-30,28099,Navas del Rey,,"102,81",49,"1679,23"
2020-04-30,28101,Olmeda de las Fuentes,,0,,"862,07"
2020-04-30,28028,Bustarviejo,,0,7,"279,66"
2020-04-30,28018,Becerril de la Sierra,7,"122,51",30,"525,03"
2020-04-30,28058,Fuenlabrada,128,"66,08",1461,"754,26"
2020-04-30,28062,Garganta de los Montes,,0,,"288,18"
2020-04-30,28113,Pinto,37,"70,44",245,"466,44"
2020-04-30,28003,Alameda del Valle,,0,,0
2020-04-30,28020,Berzosa del Lozoya,,"487,8",,"975,61"
2020-04-30,28137,Los Santos de la Humosa,,"38,61",20,"772,2"
2020-04-30,28004,El Álamo,12,"126,72",69,"728,62"
2020-04-30,28109,Pelayos de la Presa,,"77,04",16,"616,33"
2020-04-30,28061,Galapagar,58,"171,89",235,"696,46"
2020-04-30,28066,Griñón,,"48,45",80,"775,27"
2020-04-30,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"949,37"
2020-04-30,28008,Aldea del Fresno,12,"422,83",54,"1902,75"
2020-04-30,28035,Carabaña,,"49,75",13,"646,77"
2020-04-30,28145,Talamanca de Jarama,,"77,78",26,"674,1"
2020-04-30,28051,Chapinería,,0,6,"257,73"
2020-04-30,28040,Ciempozuelos,33,"134,19",196,"797,01"
2020-04-30,28002,Ajalvir,,"63,67",14,"297,11"
2020-04-30,28131,San Lorenzo de El Escorial,23,"125,21",128,"696,83"
2020-04-30,28064,Gascones,,0,,0
2020-04-30,28132,San Martín de la Vega,11,"57,38",82,"427,75"
2020-04-30,28092,Móstoles,178,"85,09",1907,"911,64"
2020-04-30,28074,Leganés,190,"100,07",2842,"1496,88"
2020-04-30,28024,Braojos,,0,,"975,61"
2020-04-30,28050,Cubas de la Sagra,,"46,78",24,"374,24"
2020-04-30,28009,Algete,7,"33,96",101,"490,03"
2020-04-30,28084,Mejorada del Campo,7,"30,08",170,"730,43"
2020-04-30,28075,Loeches,,0,48,"546,01"
2020-04-30,28106,Parla,61,"46,88",716,"550,24"
2020-04-30,28060,Fuentidueña de Tajo,,"48,71",17,"828,06"
2020-04-30,28011,Ambite,,"168,92",7,"1182,43"
2020-04-30,28153,Torremocha de Jarama,,0,8,"785,08"
2020-04-30,28012,Anchuelo,,0,7,"550,75"
2020-04-30,28087,Los Molinos,8,"182,27",50,"1139,21"
2020-04-30,28144,Soto del Real,8,"90,92",63,"715,99"
2020-04-30,28166,Valverde de Alcalá,,"215,05",8,"1720,43"
2020-04-30,28059,Fuente el Saz de Jarama,7,"104,54",32,"477,9"
2020-04-30,28070,Horcajo de la Sierra-Aoslos,,0,,"2758,62"
2020-04-30,28162,Valdeolmos-Alalpardo,,"24,18",11,"265,96"
2020-04-30,28033,Campo Real,,0,23,"370,37"
2020-04-30,28156,Valdeavero,,0,7,"450,45"
2020-04-30,28173,Villamanrique de Tajo,,"142,25",,"568,99"
2020-04-30,28041,Cobeña,,"26,93",65,"875,07"
2020-04-30,28056,Fresnedillas de la Oliva,,"127,23",9,"572,52"
2020-04-30,28165,Valdilecha,,"34,09",17,"579,61"
2020-04-30,28021,El Berrueco,,0,8,"1052,63"
2020-04-30,28111,Pezuela de las Torres,,0,,"237,53"
2020-04-30,28179,Villar del Olmo,,0,,"198,91"
2020-04-30,28068,Guadarrama,45,"280,69",183,"1141,47"
2020-04-30,28133,San Martín de Valdeiglesias,14,"165,5",83,"981,2"
2020-04-30,28152,Torrelodones,102,"430,07",242,"1020,37"
2020-04-30,28022,Boadilla del Monte,46,"84,3",294,"538,76"
2020-04-30,28150,Torrejón de Velasco,,"45,64",19,"433,59"
2020-04-30,28178,Villanueva de Perales,,0,,"319,9"
2020-04-30,28146,Tielmes,,"113,21",32,"1207,55"
2020-04-30,28134,San Sebastián de los Reyes,47,"52,65",461,"516,38"
2020-04-30,28067,Guadalix de la Sierra,,"16,09",34,"547,15"
2020-04-30,28073,Humanes de Madrid,12,"60,78",105,"531,83"
2020-04-30,28052,Chinchón,,"37,52",25,"468,96"
2020-04-30,28031,Cadalso de los Vidrios,,"32,91",8,"263,24"
2020-04-30,28072,Hoyo de Manzanares,9,"106,71",33,"391,27"
2020-04-30,28149,Torrejón de la Calzada,,"22,54",37,"417,04"
2020-04-30,28055,Estremera,,"79,37",9,"714,29"
2020-04-30,28048,Corpa,,0,6,"841,51"
2020-04-30,28083,Meco,,"6,99",125,"873,82"
2020-04-30,28078,Madarcos,,0,,0
2020-04-30,28183,Zarzalejo,8,"482,51",21,"1266,59"
2020-04-30,28014,Arganda del Rey,25,"45,14",327,"590,37"
2020-04-30,28046,Collado Mediano,7,"100,6",29,"416,79"
2020-04-30,28053,Daganzo de Arriba,,"9,8",39,"382,17"
2020-04-30,28082,Manzanares El Real,,"45,25",37,"418,55"
2020-04-30,28027,Buitrago del Lozoya,,"53,08",15,"796,18"
2020-04-30,28157,Valdelaguna,,0,,"106,72"
2020-04-30,28163,Valdepiélagos,,0,,0
2020-04-30,28036,Casarrubuelos,,0,10,"264,69"
2020-04-30,28085,Miraflores de la Sierra,,"65,49",35,"573,02"
2020-04-30,28104,Paracuellos de Jarama,,"7,91",68,"269,1"
2020-04-30,28168,El Vellón,,"51,07",13,"663,94"
2020-04-30,28076,Lozoya,,0,,"172,12"
2020-04-30,28047,Collado Villalba,96,"150,76",455,"714,52"
2020-04-30,28044,Colmenarejo,6,"65,72",41,"449,07"
2020-04-30,28182,Villavieja del Lozoya,,0,,0
2020-04-30,28117,Prádena del Rincón,,0,,0
2020-04-30,28030,La Cabrera,,0,11,"412,45"
2020-04-30,28141,Sevilla la Nueva,32,"343,42",92,"987,34"
2020-04-30,28001,La Acebeda,,0,,0
2020-04-30,28121,Redueña,,0,,"769,23"
2020-04-30,28124,Robledillo de la Jara,,0,,1250
2020-04-30,28138,La Serna del Monte,,0,,0
2020-04-30,28043,Colmenar de Oreja,,"37,35",25,"311,25"
2020-04-30,28128,Rozas de Puerto Real,,"188,68",,"566,04"
2020-04-30,28158,Valdemanco,,0,,"109,41"
2020-04-30,28026,Brunete,14,"130,4",74,"689,27"
2020-04-30,28147,Titulcia,,0,7,"533,13"
2020-04-30,28171,Villa del Prado,15,"230,06",113,"1733,13"
2020-04-30,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"230,95"
2020-04-30,28119,Quijorna,,"145,39",22,"639,72"
2020-04-30,28161,Valdemoro,44,"57,91",717,"943,63"
2020-04-30,28903,Tres Cantos,36,"75,44",335,"701,98"
2020-04-30,28151,Torrelaguna,,"63,03",18,"378,15"
2020-04-30,28123,Rivas-Vaciamadrid,32,"36,3",527,"597,84"
2020-04-30,28016,El Atazar,,0,,0
2020-04-30,28108,Pedrezuela,,"50,92",24,"407,33"
2020-04-30,28135,Santa María de la Alameda,,"318,98",,"398,72"
2020-04-30,28071,Horcajuelo de la Sierra,,0,,0
2020-04-30,28015,Arroyomolinos,9,"28,67",156,"496,88"
2020-04-30,28090,Moralzarzal,6,"46,06",68,"522,03"
2020-04-30,28034,Canencia,,"223,71",,"447,43"
2020-04-30,28180,Villarejo de Salvanés,,"13,63",34,"463,53"
2020-04-30,28140,Serranillos del Valle,,"120,05",31,"744,3"
2020-04-30,28181,Villaviciosa de Odón,15,"53,89",186,"668,22"
2020-04-30,28032,Camarma de Esteruelas,,"54,53",42,"572,52"
2020-04-30,28125,Robledo de Chavela,,"70,26",22,"515,22"
2020-04-30,28107,Patones,,"369,69",6,"1109,06"
2020-04-30,28095,Navalagamella,,"38,31",6,"229,89"
2020-04-30,28120,Rascafría,,0,,"300,48"
2020-04-30,28023,El Boalo,10,"133,19",39,"519,45"
2020-04-30,28080,Majadahonda,105,"146,19",524,"729,54"
2020-04-30,28017,Batres,,0,8,"475,06"
2020-04-30,28006,Alcobendas,75,"64,08",696,"594,67"
2020-04-30,28005,Alcalá de Henares,85,"43,45",2258,"1154,11"
2020-04-30,28045,Colmenar Viejo,36,"70,93",351,"691,6"
2020-04-30,28130,San Fernando de Henares,32,"81,15",401,"1016,94"
2020-04-30,28172,Villalbilla,,"7,21",87,"626,89"
2020-04-30,28054,El Escorial,25,"154,68",96,"593,99"
2020-04-30,28042,Colmenar del Arroyo,,"173,91",7,"405,8"
2020-04-30,28148,Torrejón de Ardoz,56,"42,63",933,"710,18"
2020-04-30,28114,Piñuécar-Gandullas,,0,,0
2020-04-30,28025,Brea de Tajo,,"190,84",,"954,2"
2020-04-30,28086,El Molar,8,"89,51",36,"402,77"
2020-04-30,28019,Belmonte de Tajo,,"60,1",,"300,48"
2020-04-30,28154,Torres de la Alameda,6,"77,13",74,"951,28"
2020-04-30,28143,Somosierra,,0,,"1162,79"
2020-04-30,28010,Alpedrete,12,"82,33",106,"727,27"
2020-04-30,28102,Orusco de Tajuña,,0,17,"1366,56"
2020-04-30,28069,La Hiruela,,0,,"1754,39"
2020-04-30,28039,Cervera de Buitrago,,0,,2000
2020-04-30,28065,Getafe,135,"73,62",1203,"656,04"
2020-04-30,28122,Ribatejada,,"127,71",,"255,43"
2020-04-30,28170,Villaconejos,,0,8,"236,13"
2020-04-30,28164,Valdetorres de Jarama,,"66,71",16,"355,79"
2020-04-29,07903,Madrid-Retiro,142,"119,01",1334,"1118,03"
2020-04-29,07904,Madrid-Salamanca,205,"140,31",1515,"1036,93"
2020-04-29,07901,Madrid-Centro,176,"130,52",1089,"807,58"
2020-04-29,07902,Madrid-Arganzuela,178,"115,73",1479,"961,62"
2020-04-29,07905,Madrid-Chamartín,205,"140,56",1494,"1024,35"
2020-04-29,07906,Madrid-Tetuán,238,"150,61",2008,"1270,7"
2020-04-29,07907,Madrid-Chamberí,228,"163,58",1432,"1027,41"
2020-04-29,07908,Madrid-Fuencarral-El Pardo,284,"115,48",2737,"1112,88"
2020-04-29,07909,Madrid-Moncloa-Aravaca,213,"178,36",1235,"1034,17"
2020-04-29,07910,Madrid-Latina,342,"143,57",2565,"1076,74"
2020-04-29,07911,Madrid-Carabanchel,311,"122,88",2473,"977,09"
2020-04-29,07912,Madrid-Usera,151,"108,06",1317,"942,46"
2020-04-29,07913,Madrid-Puente de Vallecas,241,"102,62",2853,"1214,78"
2020-04-29,07920,Madrid-San Blas-Canillejas,146,"92,32",1363,"861,88"
2020-04-29,07921,Madrid-Barajas,40,"81,72",410,"837,67"
2020-04-29,07914,Madrid-Moratalaz,126,"133,23",1245,"1316,49"
2020-04-29,07915,Madrid-Ciudad Lineal,261,"120,67",2067,"955,69"
2020-04-29,07916,Madrid-Hortaleza,163,"86,62",1642,"872,54"
2020-04-29,07917,Madrid-Villaverde,167,"112,12",1338,"898,31"
2020-04-29,07918,Madrid-Villa de Vallecas,68,"61,61",1147,"1039,28"
2020-04-29,07919,Madrid-Vicálvaro,49,"67,97",737,"1022,32"
2020-04-29,28115,Pozuelo de Alarcón,168,"194,39",715,"827,34"
2020-04-29,28007,Alcorcón,195,"114,36",1670,"979,39"
2020-04-29,28096,Navalcarnero,24,"81,92",153,"522,22"
2020-04-29,28129,San Agustín del Guadalix,12,"89,69",57,"426,04"
2020-04-29,28127,Las Rozas de Madrid,134,"139,85",704,"734,76"
2020-04-29,28089,Moraleja de Enmedio,,"77,88",24,"467,29"
2020-04-29,28155,Valdaracete,,0,,"821,02"
2020-04-29,28116,Pozuelo del Rey,,0,,"174,37"
2020-04-29,28118,Puebla de la Sierra,,0,,0
2020-04-29,28110,Perales de Tajuña,,"34,07",8,"272,57"
2020-04-29,28160,Valdemorillo,13,"103,85",46,"367,47"
2020-04-29,28094,Navalafuente,,"69,01",6,"414,08"
2020-04-29,28167,Velilla de San Antonio,,"32,69",63,"514,87"
2020-04-29,28176,Villanueva de la Cañada,34,"158,55",125,"582,89"
2020-04-29,28177,Villanueva del Pardillo,10,"58,21",80,"465,66"
2020-04-29,28100,Nuevo Baztán,,"15,93",27,"430,21"
2020-04-29,28175,Villamantilla,,0,7,"485,77"
2020-04-29,28174,Villamanta,,"78,28",12,"469,67"
2020-04-29,28029,Cabanillas de la Sierra,,0,10,"1322,75"
2020-04-29,28037,Cenicientos,,"196,75",22,"1082,14"
2020-04-29,28902,Puentes Viejas,,0,,"294,55"
2020-04-29,28013,Aranjuez,41,"68,78",432,"724,75"
2020-04-29,28038,Cercedilla,15,"213,49",96,"1366,35"
2020-04-29,28136,Santorcaz,,0,7,"790,07"
2020-04-29,28049,Coslada,55,"67,35",772,"945,37"
2020-04-29,28091,Morata de Tajuña,6,"78,09",93,"1210,46"
2020-04-29,28126,Robregordo,,0,,0
2020-04-29,28097,Navarredonda y San Mamés,,0,,"1550,39"
2020-04-29,28169,Venturada,,"46,23",,"138,7"
2020-04-29,28093,Navacerrada,,"100,94",16,"538,36"
2020-04-29,28088,Montejo de la Sierra,,0,,"283,29"
2020-04-29,28057,Fresno de Torote,,"45,02",14,"630,35"
2020-04-29,28112,Pinilla del Valle,,0,,0
2020-04-29,28159,Valdemaqueda,,0,,"512,16"
2020-04-29,28099,Navas del Rey,,"34,27",47,"1610,69"
2020-04-29,28101,Olmeda de las Fuentes,,0,,"862,07"
2020-04-29,28028,Bustarviejo,,0,7,"279,66"
2020-04-29,28018,Becerril de la Sierra,9,"157,51",31,"542,53"
2020-04-29,28058,Fuenlabrada,146,"75,37",1445,746
2020-04-29,28062,Garganta de los Montes,,0,,"288,18"
2020-04-29,28113,Pinto,41,"78,06",240,"456,92"
2020-04-29,28003,Alameda del Valle,,0,,0
2020-04-29,28020,Berzosa del Lozoya,,"487,8",,"975,61"
2020-04-29,28137,Los Santos de la Humosa,,0,19,"733,59"
2020-04-29,28004,El Álamo,25,"263,99",64,"675,82"
2020-04-29,28109,Pelayos de la Presa,,"77,04",16,"616,33"
2020-04-29,28061,Galapagar,68,"201,53",228,"675,72"
2020-04-29,28066,Griñón,6,"58,15",79,"765,58"
2020-04-29,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"949,37"
2020-04-29,28008,Aldea del Fresno,8,"281,89",50,"1761,8"
2020-04-29,28035,Carabaña,,"49,75",13,"646,77"
2020-04-29,28145,Talamanca de Jarama,,"51,85",25,"648,17"
2020-04-29,28051,Chapinería,,0,6,"257,73"
2020-04-29,28040,Ciempozuelos,34,"138,26",195,"792,94"
2020-04-29,28002,Ajalvir,,"63,67",13,"275,89"
2020-04-29,28131,San Lorenzo de El Escorial,38,"206,87",124,"675,05"
2020-04-29,28064,Gascones,,0,,0
2020-04-29,28132,San Martín de la Vega,15,"78,25",82,"427,75"
2020-04-29,28092,Móstoles,264,"126,2",1893,"904,94"
2020-04-29,28074,Leganés,209,"110,08",2811,"1480,56"
2020-04-29,28024,Braojos,,0,,"975,61"
2020-04-29,28050,Cubas de la Sagra,,"31,19",23,"358,65"
2020-04-29,28009,Algete,9,"43,67",101,"490,03"
2020-04-29,28084,Mejorada del Campo,12,"51,56",170,"730,43"
2020-04-29,28075,Loeches,,0,48,"546,01"
2020-04-29,28106,Parla,75,"57,64",710,"545,63"
2020-04-29,28060,Fuentidueña de Tajo,,"48,71",17,"828,06"
2020-04-29,28011,Ambite,,"168,92",7,"1182,43"
2020-04-29,28153,Torremocha de Jarama,,0,8,"785,08"
