Horario,Provincia,Municipio,"Código
Postal",Dirección,Longitud,Latitud,Margen,Rótulo
Horario Flexible,VALLADOLID,Boecillo,47151,CARRETERA MADRID KM. 177,"-4,699500","41,536222",I,CEPSA
Horario Flexible,VALLADOLID,Cabezón de Pisuerga,47260,"CR A-62, 112,0","-4,668750","41,737611",D,REPSOL
Horario Flexible,VALLADOLID,Campaspero,47310,CARRETERA VA-223 KM. 14,,,D,EL PARAMO S.C.L.
Horario Flexible,VALLADOLID,Canalejas de Peñafiel,47311,"CALLE REAL DE SEGOVIA, 36",,,N,NO TIENE
Horario Flexible,VALLADOLID,Casasola de Arión,47110,"CALLE MANGANESES, 1",,,N,ARION
Horario Flexible,VALLADOLID,Castroverde de Cerrato,47182,CARRETERA PIÑEL DE ABAJO KM. S/N,,,N,NO TIENE
Horario Flexible,VALLADOLID,Esguevillas de Esgueva,47176,"VALLADOLID-TORTOLES, KM. 30","-4,385306","41,741194",N,COOP. AGR. COM. VALLE ESGUEVA
Horario Flexible,VALLADOLID,Íscar,47420,"CARRETERA ISCAR-CUELLAR KM. 17,3","-4,504417","41,368278",D,REPOSTAR
Horario Flexible,VALLADOLID,Langayo,47314,"CALLE CALLEJUELAS, S",,,N,NO TIENE
Horario Flexible,VALLADOLID,Mayorga,47680,CARRETERA N-601 KM. 269,"-5,267278","42,160417",I,GALP
Horario Flexible,VALLADOLID,Olmedo,47410,"CARRETERA N-601 KM. 147,8","-4,681639","41,282361",I,GALP
Horario Flexible,VALLADOLID,Pedraja de Portillo (La),47196,"CARRETERA N-601 KM. 173,8","-4,690083","41,508972",I,REPSOL
Horario Flexible,VALLADOLID,Pedrajas de San Esteban,47430,CTRA. ALCAZAREN-PEDRAJAS km 8,"-4,598750","41,345139",I,E.S.PEDRAJA S
Horario Flexible,VALLADOLID,Pedrosa del Rey,47112,CARRETERA CR VP-6701 VILLAESTER-PEDROSA DEL REY KM. 1,"-5,213694","41,518250",D,REPSOL
Horario Flexible,VALLADOLID,Portillo,47160,"CR CL-601, 22,7","-4,598167","41,475833",D,REPSOL
Horario Flexible,VALLADOLID,Quintanilla de Onésimo,47350,CARRETERA SORIA N_122 KM. 329,"-4,368806","41,625083",I,REPSOL
Horario Flexible,VALLADOLID,Renedo de Esgueva,47170,CARRETERA VALLADOLID-TORTOLES KM. 7,"-4,640111","41,658278",I,REPSOL
Horario Flexible,VALLADOLID,San Miguel del Arroyo,47164,"CARRETERA CL-601 KM. 35,5","-4,453833","41,439333",D,CEPSA
Horario Flexible,VALLADOLID,San Miguel del Pino,47132,"CARRETERA VP-9803 KM. 0,7","-4,916333","41,525028",N,SHELL
Horario Flexible,VALLADOLID,Santovenia de Pisuerga,47155,CARRETERA VIEJA DE SANTANDER Nº 22 KM.,"-4,683056","41,687417",I,SERVATRA
Horario Flexible,VALLADOLID,Serrada,47239,"CR C-610, 26","-4,861028","41,461389",I,REPSOL
Horario Flexible,VALLADOLID,Tordehumos,47830,"CR C-519, 12 (C-519 km 11,7)","-5,145667","41,807861",D,REPSOL
Horario Flexible,VALLADOLID,Villalón de Campos,47600,"CALLE CARCABA, 2","-5,032389","42,098056",D,REPSOL
Horario Flexible,VALLADOLID,Villanubla,47620,"CTRA. ADANERO-GIJON km 201,750","-4,832528","41,698472",I,AVIA
Horario Flexible,VIZCAYA,Alonsotegi,48810,"CR BI-636, 4","-2,980472","43,246528",I,PETRONOR
Horario Flexible,VIZCAYA,Bakio,48130,"CR. BI-100 km 25,7","-2,814667","43,411583",N,AVIA
Horario Flexible,VIZCAYA,Igorre,48140,"AVENIDA LEHENDAKARI AGUIRRE, 22","-2,777556","43,163778",D,AVIA
Horario Flexible,VIZCAYA,Karrantza Harana/Valle de Carranza,48991,"CL AMBASAGUAS, 7","-3,355694","43,238139",D,PETRONOR
Horario Flexible,VIZCAYA,Lekeitio,48280,CARRETERA OLETA KM. 64,"-2,503472","43,345250",D,EPERMENDI
Horario Flexible,VIZCAYA,Loiu,48180,CARRETERA BI-3704 KM. 57,"-2,943556","43,307861",D,PETRONOR
Horario Flexible,VIZCAYA,Mallabia,48269,"POLIGONO GOITONDO, S/N","-2,519028","43,193861",N,AVIA
Horario Flexible,VIZCAYA,Mundaka,48360,"CR BI-635, 48,5","-2,702944","43,412306",I,REPSOL
Horario Flexible,VIZCAYA,Muxika,48392,"CARRETERA AMOREBIETA -GERNIKA KM. 26,400",,,D,EASYGAS
Horario Flexible,VIZCAYA,Orozko,48410,"CR BI-2522, 3,8","-2,912639","43,120944",D,BP BENGOECHE A
Horario Flexible,VIZCAYA,Sopuerta,48190,"CL BARRIO MERCADILLO, S.N. (BI-2701 km 0,9)","-3,152944","43,267000",I,REPSOL
Horario Flexible,VIZCAYA,Urduña- Orduña,48460,"CALLE CARRETERA A GAMA -POLIGONO ""LA RONDINA"", PARCELA I-2",,,D,PETROENCIN A
Horario Flexible,VIZCAYA,Zierbena,48508,"EXPLANADA PUNTA CEBALLOS, S/N","-3,100528","43,362194",N,AVIA
Horario Flexible,ZAMORA,Bermillo de Sayago,49200,"AVENIDA DE LA GUARDIA CIVIL, 16","-6,102306","41,368139",I,REPSOL
Horario Flexible,ZAMORA,Camarzana de Tera,49332,CARRETERA N-525 KM.,"-6,025583","41,996139",D,REPSOL
Horario Flexible,ZAMORA,Cañizal,49440,CARRETERA CN 620 KM. 203,"-5,368611","41,171389",D,"CARAMANZA NA MARKETING Y MEDIO AMBIENTE, S.L."
Horario Flexible,ZAMORA,Casaseca de las Chanas,49151,CARRETERA CL-605 FUENTESAUCO KM. 10,"-5,672528","41,435333",D,|>> ENERTRIX <
Horario Flexible,ZAMORA,Castrogonzal o,49660,CARRETERA PALENCIA KM. 2,"-5,598861","41,988389",N,PASO HONROSO
Horario Flexible,ZAMORA,Corrales,49030,CAMINO DE CABALLO S/N-PARCELA 419,,,N,AGRODUERO S. COOP. LTDA.
Horario Flexible,ZAMORA,Cubo de Tierra del Vino (El),49710,CARRETERA N-630 KM. 306,"-5,713500","41,263472",I,EL PILAR
Horario Flexible,ZAMORA,Fermoselle,49220,"CARRETERA ZAMORA-FERMOSELLE CL 527 KM. 60,500",,,D,CEPSA
Horario Flexible,ZAMORA,Fuentesaúco,49400,"CALLE RODIGUEZ DE MIGUEL 5, 5","-5,494472","41,233472",D,SEGUIN Y DIEGO S.L.
Horario Flexible,ZAMORA,Lubián,49574,CARRETERA N-525 KM. 103,"-6,838472","42,033417",I,REPSOL
Horario Flexible,ZAMORA,Mombuey,49310,"CARRETERA N-525 KM. 56,400","-6,316917","42,020583",D,CEPSA
Horario Flexible,ZAMORA,Monfarracin os,49121,CARRETERA CL612 KM. 6,"-5,704750","41,549917",D,CEPSA
Horario Flexible,ZAMORA,Montamarta,49149,"CARRETERA NACIONAL 630 KM. 261,200","-5,798417","41,636417",I,LOSADA- MONTAMAR TA
Horario Flexible,ZAMORA,Moraleja del Vino,49150,"CALLE POZO, 82","-5,660083","41,466083",I,REPSOL
Horario Flexible,ZAMORA,Morales de Toro,49810,"CARRETERA N 122 KM. 417,700","-5,296972","41,532194",D,CEPSA
Horario Flexible,ZAMORA,Muelas del Pan,49167,"CARRETERA N-122A KM. 475,190","-5,921722","41,541222",D,MUELAS DEL PAN
Horario Flexible,ZAMORA,Otero de Bodas,49336,"CR N-631, 43,4","-6,157611","41,937194",D,CAMPSA
Horario Flexible,ZAMORA,Pereruela,49280,"CARRETERA CL 527 KM. 14,350","-5,873611","41,415667",D,REPOSTAR-- ALFA
Horario Flexible,ZAMORA,Quiruelas de Vidriales,49623,"CARRETERA N-525 KM. 12,600","-5,804278","42,001583",I,AN ENERGETICO S - COLINAS
Horario Flexible,ZAMORA,San Vitero,49523,"CARRETERA ZA-913 KM. 32,5","-6,348417","41,785056",I,CEPSA
Horario Flexible,ZAMORA,Santovenia,49750,N-630 km 197,,,D,TEO
Horario Flexible,ZAMORA,Sanzoles,49152,"CARRETERA ZAMORA KM. 14,700","-5,566111","41,434028",D,E.S. CASHER
Horario Flexible,ZAMORA,Torre del Valle (La),49781,CARRETERA A6 KM. 273,"-5,713278","42,087806",I,REPSOL
Horario Flexible,ZAMORA,Villabrázaro,49770,"CARRETERA N-VI KM. 267,8","-5,683278","42,051889",D,CEPSA
Horario Flexible,ZAMORA,Villafáfila,49136,CM LA SENDA DEL VALLE km 1,,,D,AGRINZA
Horario Flexible,ZAMORA,Villanázar,49698,CARRETERA LITOS-STA.CRISTINA KM. 23,"-5,785417","41,952917",D,MOZAR ENERGIA +
Horario Flexible,ZAMORA,Villarrín de Campos,49137,"CARRETERA BELBER-TÁBARA KM. 21,400","-5,640111","41,799778",I,REPOSTAR GOMEZ OSORIO
Horario Flexible,ZARAGOZA,Agón,50560,"CARRETERA N-122 KM. 53,5","-1,419444","41,840056",D,REPSOL
Horario Flexible,ZARAGOZA,Aguarón,50408,CARRETERA CALATAYUD CARIÑENA KM. 0,,,N,COOPERATIV A VITICOLA SAN JOSE
Horario Flexible,ZARAGOZA,Ainzón,50570,"CARRETERA TABUENCA KM. 0,3","-1,514806","41,813556",N,"CRIANZAS Y VIÑEDOS SANTO CRISTO, S. COOP."
Horario Flexible,ZARAGOZA,Alberite de San Juan,50529,A-121 km 2,"-1,470056","41,815722",D,CEPSA
Horario Flexible,ZARAGOZA,Alfamén,50461,"CARRETERA A-1304 KM. 7,3","-1,240250","41,436444",I,PETRONOR
Horario Flexible,ZARAGOZA,Ambel,50546,"CALLE LAVADERO, S/N",,,N,COOPERATIV A DE AMBEL
Horario Flexible,ZARAGOZA,Aniñón,50313,"CALLE LAS TABLAS, S/N","-1,706528","41,447028",D,SAT 2563 NIÑO JESUS
Horario Flexible,ZARAGOZA,Azuara,50140,CARRETERA A1506 KM. 59,"-0,869000","41,259111",I,CEPSA
Horario Flexible,ZARAGOZA,Biota,50695,"CALLE CARRETERA DE LA ESTACION, 2",,,D,NTRA SRA DEL ROSARIO
Horario Flexible,ZARAGOZA,Borja,50540,CARRETERA NACIONAL 122 KM. 64,"-1,520611","41,832000",D,EL MONCAYO
Horario Flexible,ZARAGOZA,Brea de Aragón,50246,"CALLE ORIENTE, 26","-1,599833","41,521917",N,REPSOL
Horario Flexible,ZARAGOZA,Bulbuente,50546,CARRETERA N-122 KM. 72,,,I,ESTACION DE SERVICIO BULBUENTE
Horario Flexible,ZARAGOZA,Buste (El),50548,"CALLE LA FUENTE, 0",,,I,COOP. SAN ATILANO
Horario Flexible,ZARAGOZA,Cariñena,50400,"CARRETERA N-330 KM. 449,6","-1,219639","41,335639",I,CEPSA
Horario Flexible,ZARAGOZA,Castejón de Valdejasa,50613,CARRETERA TAUSTE SIERRA DE LUNA KM. 22,,,D,SOCIEDAD COOPERATIV A AGRARIA VIRGEN OLIVA SCL
Horario Flexible,ZARAGOZA,Castiliscar,50696,CARRETERA GALLUR-SANGUESA S/N KM. 64,,,D,CRISTO DEL CASTILLO
Horario Flexible,ZARAGOZA,Cervera de la Cañada,50312,CARRETERA VILLALENGUA KM. SN,,,I,SAN GREGORIO
Horario Flexible,ZARAGOZA,Cubel,50351,"POLIGONO POLIGONO 23 PARCELA 31, 1",,,D,S.A.T. 23 - CUBEL
Horario Flexible,ZARAGOZA,Daroca,50360,"CR N-234, 220,2","-1,406028","41,117167",I,REPSOL
Horario Flexible,ZARAGOZA,Erla,50611,"AVENIDA GOYA, 10","-0,947806","42,114389",D,PETRONOR
Horario Flexible,ZARAGOZA,Escatrón,50790,"CARRETERA CA-221 KM. 27,5","-0,323333","41,286306",D,REPSOL
Horario Flexible,ZARAGOZA,Fabara,50793,"RAMBLA ARBOLITOS, S/N",,,N,COOP. SAN ISIDRO
Horario Flexible,ZARAGOZA,Farlete,50163,"CALLE HORNO (DEL), 1","-0,506944","41,681028",D,COOPERATIV A
Horario Flexible,ZARAGOZA,Fuendejalón,50529,CARRETERA TABUENCA S/N KM. S/N,,,I,COOPERATIV A
Horario Flexible,ZARAGOZA,Gallocanta,50373,"CALLE AFUERAS, 0",,,D,COOP GALLOCANT A
Horario Flexible,ZARAGOZA,Gelsa,50786,"CALLE BARCA, 26",,,N,COOPERATIV A
Horario Flexible,ZARAGOZA,Illueca,50250,"CARRETERA A-1503 KM. 20,1","-1,618056","41,531944",D,CEPSA
Horario Flexible,ZARAGOZA,Langa del Castillo,50367,CALLE ALTA 4,,,D,COOP. LANGA DEL CASTILLO
Horario Flexible,ZARAGOZA,Lécera,50131,"CARRETERA A-222 KM. 40,700","-0,710861","41,208861",D,ES NTRA SRA OLIVAR
Horario Flexible,ZARAGOZA,Leciñena,50160,CARRETERA SAN MATEO Nº 5 KM.,"-0,615167","41,793333",D,ARENTO
Horario Flexible,ZARAGOZA,Lumpiaque,50295,"AVENIDA CONSTITUCION DE LA, 11","-1,300028","41,633278",N,SAN FRANCISCO DE ASIS
Horario Flexible,ZARAGOZA,Maella,50710,"AVENIDA ARAGON, 110","0,140306","41,119806",N,"MAGALIA ENERGIA, S.L."
Horario Flexible,ZARAGOZA,Magallón,50520,"CALLE JOAQUIN COSTA, 8",,,D,SANTO CRISTO DE MAGALLON S.C.C.
Horario Flexible,ZARAGOZA,Mainar,50368,LOS PALOMARES S/N,,,D,COOP. MAINAR
Horario Flexible,ZARAGOZA,Mallén,50550,"CALLE JUAN CARLOS I REY DE ESPAÑA, 20","-1,419667","41,903278",D,COOPERATIV A COMARCAL STMO CRISTO DE LA COLUMNA
Horario Flexible,ZARAGOZA,Monegrillo,50164,"CARRETERA A-1104 KM. 26,1","-0,419389","41,637972",I,PASCUAL BORDETAS PUIG
Horario Flexible,ZARAGOZA,Muel,50540,"CARRETERA A-1101 KM. 13,000","-1,099722","41,471111",I,REPSOL
Horario Flexible,ZARAGOZA,Nonaspe,50794,"AVENIDA ORBE CANO, 1","0,250611","41,208861",D,"CARBURANT ES NONASPE, SL"
Horario Flexible,ZARAGOZA,Novallas,50510,"POLIGONO EL NAVALLO PARCELA B2, S/N","-1,698444","41,948917",D,COOP. NTRA.SRA. PILAR
Horario Flexible,ZARAGOZA,Perdiguera,50161,CARRETERA SARIÑENA KM. S/N,,,N,COOP. SAN JOSE
Horario Flexible,ZARAGOZA,Pozuelo de Aragón,50529,CARRETERA BORJA KM. 13,,,D,SANTA ANA
Horario Flexible,ZARAGOZA,Quinto,50770,CARRETERA CASTELLON KM. 197,"-0,507806","41,435583",I,SOCIEDAD COOPERATIV A AGRARIA SANTA ANA
Horario Flexible,ZARAGOZA,Remolinos,50637,"CARRETERA ALAGON TUDELA KM. 9,700","-1,177194","41,836167",I,REPSOL
Horario Flexible,ZARAGOZA,Ricla,50270,CARRETERA A-121 KM. 37,"-1,397111","41,518472",I,REPSOL
Horario Flexible,ZARAGOZA,Sabiñán,50299,"CARRETERA A-1503 KM. 7,500","-1,560250","41,447222",D,NO
Horario Flexible,ZARAGOZA,San Mateo de Gállego,50840,"CARRETERA SANTA ISABEL -SAN MATEO KM. 19,1",,,N,ARENTO
Horario Flexible,ZARAGOZA,Sástago,50780,"CALLE SAN ROQUE, 126",,,I,CEPSA
Horario Flexible,ZARAGOZA,Sierra de Luna,50612,"CARRETERA ZUERA-LUNA KM. 24,100","-0,909278","42,050222",N,ARENTO SIERRA DE LUNA
Horario Flexible,ZARAGOZA,Sos del Rey Católico,50680,"CARRETERA A-127 KM. 89,00","-1,215111","42,490944",D,"AN ENERGETICO S S,L"
Horario Flexible,ZARAGOZA,Tabuenca,50547,"CARRETERA AINZON-ILLUECA KM. 14,5",,,D,COOP.AGR. NTRA. SEÑORA DEL NIÑO PERDIDO
Horario Flexible,ZARAGOZA,Urrea de Jalón,50296,"AV ZARAGOZA, S/Nº (A-122 km 13,8)",,,D,REPSOL
Horario Flexible,ZARAGOZA,Used,50374,"CAMINO GALLOCANTA, S/N",,,D,CAMPO DE USED
Horario Flexible,ZARAGOZA,Valpalmas,50615,CARRETERA PIEDRATAJADA KM. 2,,,D,COOPERATIV A DE VALPALMAS
Horario Flexible,ZARAGOZA,Velilla de Ebro,50760,JOSE ANTONIO S/N,,,N,COOPERATIV A
Horario Flexible,ZARAGOZA,Villamayor de Gállego,50162,"CAMINO MOLINO, DEL, 105","-0,775972","41,692917",D,EL PUEYO
Horario Flexible,ZARAGOZA,Villanueva de Huerva,50153,"CARRETERA A1101 KM. 16,5","-1,038972","41,350472",I,CEPSA
Horario Flexible,ZARAGOZA,Villarreal de Huerva,50490,"PLAZA PLAZA, 1",,,D,COOP.VILLAR REAL
Horario Habitual,ÁLAVA,Amurrio,1450,"CARRETERA A-624 KM. 37,8","-2,967611","43,031889",D,CEPSA
Horario Habitual,ÁLAVA,Arrazua- Ubarrundia,1520,AUTOVIA N-1 km 358,"-2,616361","42,876861",N,AVIA
Horario Habitual,ÁLAVA,Asparrena,1250,"CALLE DEIDA, 6","-2,312056","42,870861",D,ADS
Horario Habitual,ÁLAVA,Elburgo/Burg elu,1192,"CARRETERA N-1 KM. 364,4","-2,518167","42,878556",D,REPSOL
Horario Habitual,ÁLAVA,Iruña Oka/Iruña de Oca,1230,"CALLE TRATADO DE PARIS, 6","-2,772250","42,823778",D,EUROCAM
Horario Habitual,ÁLAVA,Iruña Oka/Iruña de Oca,1230,"CALLE MAASTRICHT, 2",,,D,ADS
Horario Habitual,ÁLAVA,Iruña Oka/Iruña de Oca,1230,"CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA), 2","-2,770694","42,824389",D,NATURGY
Horario Habitual,ÁLAVA,Iruña Oka/Iruña de Oca,1230,"CALLE TRATADO DE MAASTRICH, 1","-2,774750","42,825250",D,PETRONIEVE S
Horario Habitual,ÁLAVA,Llodio,1400,"AVENIDA ZUMALACARREGUI (C.C. EROSKI), S/N","-2,968000","43,138000",I,EROSKI
Horario Habitual,ÁLAVA,Llodio,1400,"CL ARETA, 2","-2,951361","43,148639",D,PETRONOR
Horario Habitual,ÁLAVA,Ribera Baja/Erribera Beitia,1213,"POLIGONO SUI 1, (C.C. EROSKI), 1","-2,917639","42,704639",N,EROSKI
Horario Habitual,ÁLAVA,Ribera Baja/Erribera Beitia,1213,"AU AP-68, 63 D","-2,913306","42,743111",D,PETRONOR
Horario Habitual,ÁLAVA,Ribera Baja/Erribera Beitia,1213,"AU AP-68, 63,5","-2,913222","42,741361",I,PETRONOR
Horario Habitual,ÁLAVA,Ribera Baja/Erribera Beitia,1213,CARRETERA N-I KM. 323,"-2,906944","42,710639",N,SHELL
Horario Habitual,ÁLAVA,Ribera Baja/Erribera Beitia,1213,"AVENIDA ALAVA, 12","-2,920667","42,692917",D,EESS DYNEFF
Horario Habitual,ÁLAVA,San Millán/Done miliaga,1207,"POLIGONO OKITURRI, S/N","-2,320361","42,863500",D,"ANDAMUR ""SAN ROMAN"""
Horario Habitual,ÁLAVA,San Millán/Done miliaga,1207,"CALLE POLIGONO OKITURRI, 4","-2,324083","42,863583",D,IS-XXI
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1196,AUTOVIA VITORIA-ATUBE KM. 6,"-2,702278","42,895667",D,AVIA
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1013,"CALLE ZARAMAGA, 1","-2,664278","42,860306",N,EROSKI
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1195,"VIAL CTRA. N102 KM347, N102","-2,722278","42,829528",I,BEROIL
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1195,"CARRETERA NACIONAL 1 KM. 341,8","-2,778694","42,818944",D,CEPSA
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1196,"CR N-1, 350,5","-2,714472","42,878694",D,REPSOL
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1196,"CR N-1, 350,5","-2,714472","42,878694",I,REPSOL
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1008,"CALLE PORTAL DE CASTILLA, 32","-2,682278","42,842833",D,REPSOL
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1195,"CL AVENIDA HUETOS, 81","-2,721583","42,857472",I,PETRONOR
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1002,"CL PORTAL DE ELORRIAGA,17","-2,648306","42,849778",D,REPSOL
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1015,"CALLE MENDIGORRITXU, 50",,,N,N1JUNDIZ
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1013,"CALLE PORTAL DE GAMARRA, 7","-2,661139","42,865278",I,BP GAMARRA
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1010,"CALLE DUSSELDORF, 1","-2,709972","42,852417",D,CEPSA
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1015,"POLIGONO P.I. JUNDIZ - C/ LERMANDABIDE, 8","-2,741917","42,845639",N,AVIA
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1013,"CALLE DEBA, 1","-2,656861","42,856194",N,BP SALBURUA
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1010,"CALLE URARTEA, 23","-2,712722","42,863778",D,AVIA
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1010,"CALLE BREMEN, 6","-2,708611","42,854694",D,EROSKI
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1193,"CALLE VITORIALANDA, 12","-2,703306","42,860083",D,EDP
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1006,"CALLE JOSE MARIA IPARRAGUIRRE, 19","-2,660000","42,836667",N,REPSOL
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1013,"CALLE PORTAL DE GAMARRA, 35","-2,658583","42,872556",I,PETROPRIX
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1010,"AVENIDA DE LOS HUETOS, 64","-2,717833","42,857667",D,GM OIL
Horario Habitual,ÁLAVA,Vitoria- Gasteiz,1006,"CALLE VENTA DE LA ESTRELLA, 5","-2,657611","42,837083",D,EUSKADILO WCOST
Horario Habitual,ÁLAVA,Zuia,1139,"AU AP-68, 36","-2,873583","42,966472",I,PETRONOR
Horario Habitual,ÁLAVA,Zuia,1139,"AU AP-68, 36","-2,873583","42,966472",D,REPSOL
Horario Habitual,ALBACETE,Albacete,2005,"AVENIDA MENÉNDEZ PIDAL, 58","-1,864917","39,003333",N,TAMOS
Horario Habitual,ALBACETE,Albacete,2006,"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N","-1,847361","38,988972",N,FAMILY ENERGY
Horario Habitual,ALBACETE,Albacete,2006,"CALLE ALMANSA, 2","-1,847083","38,984139",I,CEPSA
Horario Habitual,ALBACETE,Albacete,2080,"AUTOVIA A-30 KM. 239,4","-1,933250","39,059806",I,CEPSA
Horario Habitual,ALBACETE,Albacete,2006,"PG CAMPOLLANO-P. 2-CT, S.N.","-1,874972","39,012583",D,REPSOL
Horario Habitual,ALBACETE,Albacete,2005,"CL PASEO DE LA CUBA, 15","-1,854556","38,999722",D,REPSOL
Horario Habitual,ALBACETE,Albacete,2006,"CR N-301, 244","-1,892972","39,027778",I,REPSOL
Horario Habitual,ALBACETE,Albacete,2006,CARRETERA JAEN KM. 2,"-1,871722","38,994667",D,REPSOL
Horario Habitual,ALBACETE,Albacete,2007,"SECTOR PARCELA T-3 LOCAL52, 14",,,N,ALCAMPO
Horario Habitual,ALBACETE,Albacete,2001,"AVENIDA 1º DE MAYO, S/N","-1,868500","38,985667",N,CARREFOUR
Horario Habitual,ALBACETE,Albacete,2007,AUTOVIA A-31 KM. 69,"-1,891361","39,031528",I,REPSOL
Horario Habitual,ALBACETE,Albacete,2001,"CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5","-1,832000","39,054694",I,BP ROMICA
Horario Habitual,ALBACETE,Albacete,2007,"AVENIDA PRIMERA, S/N","-1,882056","39,022139",D,GMOIL
Horario Habitual,ALBACETE,Albacete,2005,"PASEO CUBA (LA), 36",,,N,CEPSA
Horario Habitual,ALBACETE,Albacete,2080,"CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238","-1,873194","38,970778",I,AREA LOS LLANOS
Horario Habitual,ALBACETE,Albacete,2007,"CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N","-1,888083","39,029583",D,NATURGY ES GNV ALBACETE
Horario Habitual,ALBACETE,Almansa,2640,AUTOVIA A-31 KM. 140,"-1,175750","38,875028",D,SHELL
Horario Habitual,ALBACETE,Almansa,2640,"AUTOVIA A-31 KM. 143,350","-1,143722","38,878278",I,CEPSA
Horario Habitual,ALBACETE,Almansa,2640,"AVENIDA CIRCUNVALACION, 9","-1,098889","38,879167",N,CEPSA
Horario Habitual,ALBACETE,Almansa,2640,"CL AVDA. DE AYORA, S.N. A","-1,100528","38,874583",D,REPSOL
Horario Habitual,ALBACETE,Almansa,2640,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594,"-1,027694","38,850278",D,GASOLINERA LOW COST PENADES
Horario Habitual,ALBACETE,Bonete,2691,AUTOVIA A-31 KM. 126,"-1,331500","38,875861",D,REPSOL
Horario Habitual,ALBACETE,Caudete,2660,"CR N-330, 71,4","-0,955833","38,756417",I,REPSOL
Horario Habitual,ALBACETE,Caudete,2660,"CR N-344 DIRC.VALENCIA, KM. 118.3","-0,943000","38,727472",N,BP PARGA I PETROL BAS BEL
Horario Habitual,ALBACETE,Caudete,2660,AUTOVIA A-31 KM. 172,"-0,933861","38,721917",D,BP OIL
Horario Habitual,ALBACETE,Chinchilla de Monte- Aragón,2695,AUTOVIA A31 KM. 111,"-1,502806","38,898306",N,CEPSA
Horario Habitual,ALBACETE,Chinchilla de Monte- Aragón,2520,AUTOVIA A-31 KM. 86,"-1,758000","38,937583",D,REPSOL
Horario Habitual,ALBACETE,Chinchilla de Monte- Aragón,2520,AUTOVIA A-31 KM. 86,"-1,758000","38,937583",I,REPSOL
Horario Habitual,ALBACETE,Chinchilla de Monte- Aragón,2510,CL AVENIDA GENERALISIMO 107 (N-301 km 276),"-1,731861","38,803389",I,REPSOL
Horario Habitual,ALBACETE,Hellín,2400,CARRETERA MURCIA KM. 33,"-1,687833","38,506806",I,PETRONOR
Horario Habitual,ALBACETE,Hellín,2400,"AUTOVIA A-30 KM. 322,5","-1,596722","38,464250",D,GALP
Horario Habitual,ALBACETE,Hellín,2400,"AUTOVIA A-30 KM. 322,5","-1,596722","38,464250",N,GALP
Horario Habitual,ALBACETE,Hellín,2400,CARRETERA TORREUCHEA KM. 1,"-1,636389","38,495972",D,HELLIN GAS S.L.
Horario Habitual,ALBACETE,Hellín,2400,"AVENIDA LIBERTAD, 111","-1,700417","38,517306",D,PLENOIL
Horario Habitual,ALBACETE,Hoya- Gonzalo,2696,"AUTOVIA A-31 KM. 103,150",,,D,REPSOL
Horario Habitual,ALBACETE,Ontur,2652,"CRTA.CM km KM297,5","-1,497667","38,622944",I,REPSOL
Horario Habitual,ALBACETE,Roda (La),2630,"CARRETERA CM-3114 KM. 0,1","-2,156667","39,213722",I,REPSOL
Horario Habitual,ALBACETE,Roda (La),2630,"AUTOVIA A-31 KM. 34,50","-2,186083","39,225000",I,GALP
Horario Habitual,ALBACETE,Roda (La),2630,CARRETERA A-31 KM. 50,"-2,051250","39,143972",D,GALP
Horario Habitual,ALBACETE,Roda (La),2630,AUTOVIA A-31 KM. 40,"-2,166444","39,212972",D,REPSOL
Horario Habitual,ALBACETE,Roda (La),2630,"CARRETERA AB101 KM. 0,2","-2,158028","39,218389",N,GASPLAY
Horario Habitual,ALBACETE,Tarazona de la Mancha,2100,"CL AVENIDA DE LA RODA, 1","-1,911389","39,259750",I,REPSOL
Horario Habitual,ALBACETE,Tobarra,2500,"AVENIDA GUARDIA CIVIL, 233","-1,680917","38,602278",D,REPSOL
Horario Habitual,ALBACETE,Villamalea,2270,"CARRETERA CM-3201 KM. 22,70","-1,592778","39,366861",D,REPSOL
