fecha,cod_ine,ccaa,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
2020-02-29,07,Castilla y León,10,10,0,0,0
2020-02-29,08,Castilla La Mancha,15,3,0,0,12
2020-02-29,05,Canarias,6,6,0,0,0
2020-02-29,09,Cataluña,27,19,0,0,8
2020-02-29,11,Extremadura,4,3,1,0,0
2020-02-29,12,Galicia,1,1,0,0,0
2020-02-29,04,Baleares,2,2,0,0,0
2020-02-29,14,Murcia,3,2,1,0,0
2020-02-29,13,Madrid,108,107,1,0,0
2020-02-29,19,Melilla,0,0,0,0,0
2020-02-29,15,Navarra,5,4,1,0,0
2020-02-29,16,País Vasco,24,24,0,0,0
2020-02-29,17,La Rioja,13,13,0,0,0
2020-02-29,10,C. Valenciana,17,14,3,0,0
2020-03-01,01,Andalucía,34,25,9,0,0
2020-03-01,02,Aragón,8,8,0,0,0
2020-03-01,03,Asturias,2,2,0,0,0
2020-03-01,06,Cantabria,1,1,0,0,0
2020-03-01,18,Ceuta,0,0,0,0,0
2020-03-01,07,Castilla y León,32,28,4,0,0
2020-03-01,08,Castilla La Mancha,66,15,0,3,48
2020-03-01,05,Canarias,7,7,0,0,0
2020-03-01,09,Cataluña,87,76,0,1,10
2020-03-01,11,Extremadura,5,3,2,0,0
2020-03-01,12,Galicia,7,5,2,0,0
2020-03-01,04,Baleares,4,4,0,0,0
2020-03-01,14,Murcia,5,4,1,0,0
2020-03-01,13,Madrid,321,321,0,0,0
2020-03-01,19,Melilla,0,0,0,0,0
2020-03-01,15,Navarra,13,8,5,0,0
2020-03-01,16,País Vasco,47,47,0,0,0
2020-03-01,17,La Rioja,22,22,0,0,0
2020-03-01,10,C. Valenciana,44,34,9,0,1
2020-03-02,01,Andalucía,33,31,2,0,0
2020-03-02,02,Aragón,14,14,0,0,0
2020-03-02,03,Asturias,3,3,0,0,0
2020-03-02,06,Cantabria,0,0,0,0,0
2020-03-02,18,Ceuta,0,0,0,0,0
2020-03-02,07,Castilla y León,44,37,7,0,0
2020-03-02,08,Castilla La Mancha,62,18,0,5,39
2020-03-02,05,Canarias,12,12,0,0,0
2020-03-02,09,Cataluña,81,60,0,1,20
2020-03-02,11,Extremadura,7,6,1,0,0
2020-03-02,12,Galicia,19,19,0,0,0
2020-03-02,04,Baleares,6,6,0,0,0
2020-03-02,14,Murcia,8,6,2,0,0
2020-03-02,13,Madrid,382,382,0,0,0
2020-03-02,19,Melilla,0,0,0,0,0
2020-03-02,15,Navarra,15,11,4,0,0
2020-03-02,16,País Vasco,56,54,0,0,2
2020-03-02,17,La Rioja,30,29,1,0,0
2020-03-02,10,C. Valenciana,46,36,9,0,1
2020-03-03,01,Andalucía,42,36,6,0,0
2020-03-03,02,Aragón,7,7,0,0,0
2020-03-03,03,Asturias,2,2,0,0,0
2020-03-03,06,Cantabria,0,0,0,0,0
2020-03-03,18,Ceuta,2,0,1,0,1
2020-03-03,07,Castilla y León,29,27,2,0,0
2020-03-03,08,Castilla La Mancha,47,14,0,0,33
2020-03-03,05,Canarias,8,8,0,0,0
2020-03-03,09,Cataluña,90,75,0,1,14
2020-03-03,11,Extremadura,9,4,5,0,0
2020-03-03,12,Galicia,16,16,0,0,0
2020-03-03,04,Baleares,7,7,0,0,0
2020-03-03,14,Murcia,6,3,3,0,0
2020-03-03,13,Madrid,396,396,0,0,0
2020-03-03,19,Melilla,0,0,0,0,0
2020-03-03,15,Navarra,18,14,4,0,0
2020-03-03,16,País Vasco,58,57,0,0,1
2020-03-03,17,La Rioja,28,27,1,0,0
2020-03-03,10,C. Valenciana,37,26,9,0,2
2020-03-04,01,Andalucía,34,31,3,0,0
2020-03-04,02,Aragón,14,14,0,0,0
2020-03-04,03,Asturias,2,2,0,0,0
2020-03-04,06,Cantabria,0,0,0,0,0
2020-03-04,18,Ceuta,0,0,0,0,0
2020-03-04,07,Castilla y León,35,31,4,0,0
2020-03-04,08,Castilla La Mancha,60,17,1,2,40
2020-03-04,05,Canarias,14,14,0,0,0
2020-03-04,09,Cataluña,149,127,0,2,20
2020-03-04,11,Extremadura,9,6,3,0,0
2020-03-04,12,Galicia,14,13,0,0,1
2020-03-04,04,Baleares,5,5,0,0,0
2020-03-04,14,Murcia,11,5,6,0,0
2020-03-04,13,Madrid,464,463,0,0,1
2020-03-04,19,Melilla,0,0,0,0,0
2020-03-04,15,Navarra,22,18,4,0,0
2020-03-04,16,País Vasco,69,69,0,0,0
2020-03-04,17,La Rioja,25,25,0,0,0
2020-03-04,10,C. Valenciana,37,33,4,0,0
2020-03-05,01,Andalucía,61,55,6,0,0
2020-03-05,02,Aragón,10,10,0,0,0
2020-03-05,03,Asturias,5,5,0,0,0
2020-03-05,06,Cantabria,0,0,0,0,0
2020-03-05,18,Ceuta,1,0,1,0,0
2020-03-05,07,Castilla y León,55,46,9,0,0
2020-03-05,08,Castilla La Mancha,77,20,1,2,54
2020-03-05,05,Canarias,16,15,0,0,1
2020-03-05,09,Cataluña,174,155,0,1,18
2020-03-05,11,Extremadura,6,5,1,0,0
2020-03-05,12,Galicia,19,18,0,0,1
2020-03-05,04,Baleares,12,12,0,0,0
2020-03-05,14,Murcia,14,10,4,0,0
2020-03-05,13,Madrid,652,650,0,0,2
2020-03-05,19,Melilla,1,1,0,0,0
2020-03-05,15,Navarra,28,19,9,0,0
2020-03-05,16,País Vasco,75,74,0,0,1
2020-03-05,17,La Rioja,27,27,0,0,0
2020-03-05,10,C. Valenciana,56,46,8,0,2
2020-03-06,01,Andalucía,73,66,7,0,0
2020-03-06,02,Aragón,15,15,0,0,0
2020-03-06,03,Asturias,12,12,0,0,0
2020-03-06,06,Cantabria,9,9,0,0,0
2020-03-06,18,Ceuta,0,0,0,0,0
2020-03-06,07,Castilla y León,57,49,8,0,0
2020-03-06,08,Castilla La Mancha,100,27,0,0,73
2020-03-06,05,Canarias,25,24,0,0,1
2020-03-06,09,Cataluña,269,238,0,3,28
2020-03-06,11,Extremadura,20,11,9,0,0
2020-03-06,12,Galicia,24,24,0,0,0
2020-03-06,04,Baleares,10,10,0,0,0
2020-03-06,14,Murcia,13,10,3,0,0
2020-03-06,13,Madrid,793,788,0,0,5
2020-03-06,19,Melilla,1,1,0,0,0
2020-03-06,15,Navarra,26,19,7,0,0
2020-03-06,16,País Vasco,81,80,0,0,1
2020-03-06,17,La Rioja,45,44,1,0,0
2020-03-06,10,C. Valenciana,78,66,12,0,0
2020-03-07,01,Andalucía,77,72,5,0,0
2020-03-07,02,Aragón,21,21,0,0,0
2020-03-07,03,Asturias,12,12,0,0,0
2020-03-07,06,Cantabria,12,12,0,0,0
2020-03-07,18,Ceuta,0,0,0,0,0
2020-03-07,07,Castilla y León,83,71,12,0,0
2020-03-07,08,Castilla La Mancha,141,32,0,1,108
2020-03-07,05,Canarias,19,18,0,0,1
2020-03-07,09,Cataluña,293,260,0,3,30
2020-03-07,11,Extremadura,15,12,3,0,0
2020-03-07,12,Galicia,33,32,0,0,1
2020-03-07,04,Baleares,7,6,1,0,0
2020-03-07,14,Murcia,20,15,5,0,0
2020-03-07,13,Madrid,844,841,1,0,2
2020-03-07,19,Melilla,3,3,0,0,0
2020-03-07,15,Navarra,49,42,7,0,0
2020-03-07,16,País Vasco,92,87,0,0,5
2020-03-07,17,La Rioja,39,39,0,0,0
2020-03-07,10,C. Valenciana,80,64,8,0,8
2020-03-08,01,Andalucía,87,78,9,0,0
2020-03-08,02,Aragón,36,35,0,0,1
2020-03-08,03,Asturias,14,14,0,0,0
2020-03-08,06,Cantabria,17,17,0,0,0
2020-03-08,18,Ceuta,1,0,0,0,1
2020-03-08,07,Castilla y León,80,70,10,0,0
2020-03-08,08,Castilla La Mancha,161,27,0,0,134
2020-03-08,05,Canarias,34,30,0,0,4
2020-03-08,09,Cataluña,331,303,0,1,27
2020-03-08,11,Extremadura,19,12,7,0,0
2020-03-08,12,Galicia,38,35,0,0,3
2020-03-08,04,Baleares,14,12,1,0,1
2020-03-08,14,Murcia,19,14,5,0,0
2020-03-08,13,Madrid,1054,1053,0,0,1
2020-03-08,19,Melilla,1,1,0,0,0
2020-03-08,15,Navarra,51,38,13,0,0
2020-03-08,16,País Vasco,101,98,0,0,3
2020-03-08,17,La Rioja,41,41,0,0,0
2020-03-08,10,C. Valenciana,118,99,17,0,2
2020-03-09,01,Andalucía,169,158,11,0,0
2020-03-09,02,Aragón,36,36,0,0,0
2020-03-09,03,Asturias,32,32,0,0,0
2020-03-09,06,Cantabria,9,9,0,0,0
2020-03-09,18,Ceuta,1,0,1,0,0
2020-03-09,07,Castilla y León,168,148,20,0,0
2020-03-09,08,Castilla La Mancha,208,45,0,0,163
2020-03-09,05,Canarias,46,39,0,0,7
2020-03-09,09,Cataluña,568,515,0,2,51
2020-03-09,11,Extremadura,38,31,7,0,0
2020-03-09,12,Galicia,82,80,1,0,1
2020-03-09,04,Baleares,17,16,1,0,0
2020-03-09,14,Murcia,34,24,9,0,1
2020-03-09,13,Madrid,1520,1514,0,0,6
2020-03-09,19,Melilla,2,2,0,0,0
2020-03-09,15,Navarra,97,77,20,0,0
2020-03-09,16,País Vasco,143,140,0,0,3
2020-03-09,17,La Rioja,60,59,1,0,0
2020-03-09,10,C. Valenciana,186,162,21,0,3
2020-03-10,01,Andalucía,221,204,17,0,0
2020-03-10,02,Aragón,52,52,0,0,0
2020-03-10,03,Asturias,52,52,0,0,0
2020-03-10,06,Cantabria,3,3,0,0,0
2020-03-10,18,Ceuta,1,0,0,0,1
2020-03-10,07,Castilla y León,213,191,22,0,0
2020-03-10,08,Castilla La Mancha,291,81,1,0,209
2020-03-10,05,Canarias,55,50,0,0,5
2020-03-10,09,Cataluña,798,723,0,1,74
2020-03-10,11,Extremadura,44,36,8,0,0
2020-03-10,12,Galicia,118,113,2,0,3
2020-03-10,04,Baleares,36,34,2,0,0
2020-03-10,14,Murcia,65,48,16,0,1
2020-03-10,13,Madrid,1990,1983,1,0,6
2020-03-10,19,Melilla,5,5,0,0,0
2020-03-10,15,Navarra,109,84,25,0,0
2020-03-10,16,País Vasco,227,225,0,0,2
2020-03-10,17,La Rioja,88,88,0,0,0
2020-03-10,10,C. Valenciana,305,266,33,0,6
2020-03-11,01,Andalucía,263,246,17,0,0
2020-03-11,02,Aragón,65,65,0,0,0
2020-03-11,03,Asturias,43,43,0,0,0
2020-03-11,06,Cantabria,17,17,0,0,0
2020-03-11,18,Ceuta,3,0,1,0,2
2020-03-11,07,Castilla y León,257,220,36,0,1
2020-03-11,08,Castilla La Mancha,325,77,2,1,245
2020-03-11,05,Canarias,59,54,0,0,5
2020-03-11,09,Cataluña,760,703,0,2,55
2020-03-11,11,Extremadura,74,57,17,0,0
2020-03-11,12,Galicia,131,129,1,0,1
2020-03-11,04,Baleares,42,41,1,0,0
2020-03-11,14,Murcia,74,56,17,0,1
2020-03-11,13,Madrid,1972,1971,0,0,1
2020-03-11,19,Melilla,4,3,0,0,1
2020-03-11,15,Navarra,130,109,21,0,0
2020-03-11,16,País Vasco,228,221,0,0,7
2020-03-11,17,La Rioja,71,68,2,0,1
2020-03-11,10,C. Valenciana,294,263,25,0,6
2020-03-12,01,Andalucía,318,301,17,0,0
2020-03-12,02,Aragón,79,79,0,0,0
2020-03-12,03,Asturias,57,57,0,0,0
2020-03-12,06,Cantabria,36,36,0,0,0
2020-03-12,18,Ceuta,1,0,0,0,1
2020-03-12,07,Castilla y León,344,308,36,0,0
2020-03-12,08,Castilla La Mancha,454,111,4,3,336
2020-03-12,05,Canarias,73,69,0,0,4
2020-03-12,09,Cataluña,1030,969,0,1,60
2020-03-12,11,Extremadura,87,72,15,0,0
2020-03-12,12,Galicia,181,181,0,0,0
2020-03-12,04,Baleares,42,39,2,0,1
2020-03-12,14,Murcia,62,40,21,0,1
2020-03-12,13,Madrid,2344,2337,0,0,7
2020-03-12,19,Melilla,3,1,1,0,1
2020-03-12,15,Navarra,182,140,42,0,0
2020-03-12,16,País Vasco,272,264,0,0,8
2020-03-12,17,La Rioja,74,72,2,0,0
2020-03-12,10,C. Valenciana,390,358,31,0,1
2020-03-13,01,Andalucía,487,447,40,0,0
2020-03-13,02,Aragón,115,115,0,0,0
2020-03-13,03,Asturias,70,70,0,0,0
2020-03-13,06,Cantabria,54,54,0,0,0
2020-03-13,18,Ceuta,6,1,0,0,5
2020-03-13,07,Castilla y León,505,446,59,0,0
2020-03-13,08,Castilla La Mancha,628,183,1,3,441
2020-03-13,05,Canarias,109,100,0,0,9
2020-03-13,09,Cataluña,1364,1267,0,6,91
2020-03-13,11,Extremadura,94,81,13,0,0
2020-03-13,12,Galicia,241,240,0,0,1
2020-03-13,04,Baleares,61,61,0,0,0
2020-03-13,14,Murcia,104,70,33,0,1
2020-03-13,13,Madrid,2839,2835,0,0,4
2020-03-13,19,Melilla,10,9,1,0,0
2020-03-13,15,Navarra,211,138,73,0,0
2020-03-13,16,País Vasco,427,408,0,0,19
2020-03-13,17,La Rioja,107,106,1,0,0
2020-03-13,10,C. Valenciana,498,443,45,0,10
2020-03-14,01,Andalucía,420,392,28,0,0
2020-03-14,02,Aragón,106,106,0,0,0
2020-03-14,03,Asturias,81,81,0,0,0
2020-03-14,06,Cantabria,59,59,0,0,0
2020-03-14,18,Ceuta,4,0,1,0,3
2020-03-14,07,Castilla y León,522,466,55,1,0
2020-03-14,08,Castilla La Mancha,605,158,1,2,444
2020-03-14,05,Canarias,97,93,0,0,4
2020-03-14,09,Cataluña,1321,1234,0,6,81
2020-03-14,11,Extremadura,89,71,18,0,0
2020-03-14,12,Galicia,240,238,1,0,1
2020-03-14,04,Baleares,71,68,3,0,0
2020-03-14,14,Murcia,108,80,28,0,0
2020-03-14,13,Madrid,2563,2552,0,0,11
2020-03-14,19,Melilla,4,3,1,0,0
2020-03-14,15,Navarra,177,121,56,0,0
2020-03-14,16,País Vasco,420,410,0,0,10
2020-03-14,17,La Rioja,138,136,2,0,0
2020-03-14,10,C. Valenciana,496,452,33,0,11
2020-03-15,01,Andalucía,450,409,41,0,0
2020-03-15,02,Aragón,126,126,0,0,0
2020-03-15,03,Asturias,89,89,0,0,0
2020-03-15,06,Cantabria,68,68,0,0,0
2020-03-15,18,Ceuta,2,0,1,0,1
2020-03-15,07,Castilla y León,537,471,65,0,1
2020-03-15,08,Castilla La Mancha,774,250,3,6,515
2020-03-15,05,Canarias,91,89,0,0,2
2020-03-15,09,Cataluña,1369,1289,0,11,69
2020-03-15,11,Extremadura,86,62,24,0,0
2020-03-15,12,Galicia,270,269,1,0,0
2020-03-15,04,Baleares,85,83,1,0,1
2020-03-15,14,Murcia,97,70,26,0,1
2020-03-15,13,Madrid,2685,2676,0,0,9
2020-03-15,19,Melilla,3,3,0,0,0
2020-03-15,15,Navarra,262,166,96,0,0
2020-03-15,16,País Vasco,434,419,0,0,15
2020-03-15,17,La Rioja,111,109,2,0,0
2020-03-15,10,C. Valenciana,531,468,55,0,8
2020-03-16,01,Andalucía,573,536,37,0,0
2020-03-16,02,Aragón,163,163,0,0,0
2020-03-16,03,Asturias,106,106,0,0,0
2020-03-16,06,Cantabria,71,71,0,0,0
2020-03-16,18,Ceuta,6,1,1,0,4
2020-03-16,07,Castilla y León,779,678,100,1,0
2020-03-16,08,Castilla La Mancha,809,239,3,1,566
2020-03-16,05,Canarias,132,116,0,0,16
2020-03-16,09,Cataluña,1705,1539,0,9,157
2020-03-16,11,Extremadura,117,94,23,0,0
2020-03-16,12,Galicia,389,383,3,0,3
2020-03-16,04,Baleares,88,84,1,0,3
2020-03-16,14,Murcia,130,98,32,0,0
2020-03-16,13,Madrid,2966,2959,0,0,7
2020-03-16,19,Melilla,6,2,2,1,1
2020-03-16,15,Navarra,274,156,118,0,0
2020-03-16,16,País Vasco,599,577,0,0,22
2020-03-16,17,La Rioja,157,154,3,0,0
2020-03-16,10,C. Valenciana,634,570,54,0,10
2020-03-17,01,Andalucía,574,538,36,0,0
2020-03-17,02,Aragón,158,157,0,1,0
2020-03-17,03,Asturias,80,80,0,0,0
2020-03-17,06,Cantabria,76,76,0,0,0
2020-03-17,18,Ceuta,5,0,1,0,4
2020-03-17,07,Castilla y León,730,655,74,1,0
2020-03-17,08,Castilla La Mancha,744,198,5,2,539
2020-03-17,05,Canarias,93,90,0,0,3
2020-03-17,09,Cataluña,1565,1475,0,8,82
2020-03-17,11,Extremadura,107,95,12,0,0
2020-03-17,12,Galicia,327,323,3,0,1
2020-03-17,04,Baleares,82,79,3,0,0
2020-03-17,14,Murcia,103,79,24,0,0
2020-03-17,13,Madrid,2791,2788,0,0,3
2020-03-17,19,Melilla,3,3,0,0,0
2020-03-17,15,Navarra,267,169,98,0,0
2020-03-17,16,País Vasco,539,519,0,0,20
2020-03-17,17,La Rioja,122,117,5,0,0
2020-03-17,10,C. Valenciana,559,509,39,0,11
2020-03-18,01,Andalucía,530,493,37,0,0
2020-03-18,02,Aragón,165,165,0,0,0
2020-03-18,03,Asturias,91,91,0,0,0
2020-03-18,06,Cantabria,89,89,0,0,0
2020-03-18,18,Ceuta,6,0,2,0,4
2020-03-18,07,Castilla y León,815,732,83,0,0
2020-03-18,08,Castilla La Mancha,791,216,4,1,570
2020-03-18,05,Canarias,117,109,0,0,8
2020-03-18,09,Cataluña,1682,1580,0,7,95
2020-03-18,11,Extremadura,127,105,21,0,1
2020-03-18,12,Galicia,309,306,1,0,2
2020-03-18,04,Baleares,81,80,1,0,0
2020-03-18,14,Murcia,122,91,30,0,1
2020-03-18,13,Madrid,2650,2639,0,0,11
2020-03-18,19,Melilla,6,5,0,0,1
2020-03-18,15,Navarra,250,176,74,0,0
2020-03-18,16,País Vasco,553,544,0,0,9
2020-03-18,17,La Rioja,143,142,1,0,0
2020-03-18,10,C. Valenciana,534,480,43,0,11
2020-03-19,01,Andalucía,556,522,34,0,0
2020-03-19,02,Aragón,166,166,0,0,0
2020-03-19,03,Asturias,101,101,0,0,0
2020-03-19,06,Cantabria,177,177,0,0,0
2020-03-19,18,Ceuta,5,0,2,0,3
2020-03-19,07,Castilla y León,866,799,67,0,0
2020-03-19,08,Castilla La Mancha,745,242,3,2,498
2020-03-19,05,Canarias,78,70,0,0,8
2020-03-19,09,Cataluña,1608,1522,0,5,81
2020-03-19,11,Extremadura,126,103,23,0,0
2020-03-19,12,Galicia,294,290,4,0,0
2020-03-19,04,Baleares,105,102,2,0,1
2020-03-19,14,Murcia,120,80,40,0,0
2020-03-19,13,Madrid,2440,2431,0,0,9
2020-03-19,19,Melilla,6,3,1,0,2
2020-03-19,15,Navarra,233,153,80,0,0
2020-03-19,16,País Vasco,466,449,0,0,17
2020-03-19,17,La Rioja,168,167,1,0,0
2020-03-19,10,C. Valenciana,495,456,33,0,6
2020-03-20,01,Andalucía,795,748,47,0,0
2020-03-20,02,Aragón,236,236,0,0,0
2020-03-20,03,Asturias,83,83,0,0,0
2020-03-20,06,Cantabria,143,143,0,0,0
2020-03-20,18,Ceuta,7,0,1,0,6
2020-03-20,07,Castilla y León,954,829,125,0,0
2020-03-20,08,Castilla La Mancha,936,310,8,6,612
2020-03-20,05,Canarias,117,111,0,0,6
2020-03-20,09,Cataluña,1895,1789,0,7,99
2020-03-20,11,Extremadura,173,140,33,0,0
2020-03-20,12,Galicia,470,462,4,0,4
2020-03-20,04,Baleares,97,95,2,0,0
2020-03-20,14,Murcia,122,86,36,0,0
2020-03-20,13,Madrid,3111,3106,1,0,4
2020-03-20,19,Melilla,4,4,0,0,0
2020-03-20,15,Navarra,327,228,98,0,1
2020-03-20,16,País Vasco,612,582,0,0,30
2020-03-20,17,La Rioja,191,190,1,0,0
2020-03-20,10,C. Valenciana,572,509,59,0,4
2020-03-21,01,Andalucía,544,517,26,0,1
2020-03-21,02,Aragón,177,177,0,0,0
2020-03-21,03,Asturias,68,68,0,0,0
2020-03-21,06,Cantabria,99,99,0,0,0
2020-03-21,18,Ceuta,7,0,1,0,6
2020-03-21,07,Castilla y León,765,696,69,0,0
2020-03-21,08,Castilla La Mancha,623,199,5,1,418
2020-03-21,05,Canarias,86,77,0,0,9
2020-03-21,09,Cataluña,1457,1386,0,8,63
2020-03-21,11,Extremadura,131,111,20,0,0
2020-03-21,12,Galicia,276,272,1,0,3
2020-03-21,04,Baleares,62,61,1,0,0
2020-03-21,14,Murcia,83,67,15,0,1
2020-03-21,13,Madrid,1924,1920,1,0,3
2020-03-21,19,Melilla,3,1,0,0,2
2020-03-21,15,Navarra,206,152,54,0,0
2020-03-21,16,País Vasco,433,423,0,0,10
2020-03-21,17,La Rioja,133,133,0,0,0
2020-03-21,10,C. Valenciana,452,412,32,0,8
2020-03-22,01,Andalucía,523,489,34,0,0
2020-03-22,02,Aragón,164,164,0,0,0
2020-03-22,03,Asturias,75,75,0,0,0
2020-03-22,06,Cantabria,84,84,0,0,0
2020-03-22,18,Ceuta,7,0,0,0,7
2020-03-22,07,Castilla y León,707,631,76,0,0
2020-03-22,08,Castilla La Mancha,663,178,12,0,473
2020-03-22,05,Canarias,75,73,0,0,2
2020-03-22,09,Cataluña,1309,1235,0,0,74
2020-03-22,11,Extremadura,131,116,15,0,0
2020-03-22,12,Galicia,250,249,1,0,0
2020-03-22,04,Baleares,91,90,0,0,1
2020-03-22,14,Murcia,79,64,15,0,0
2020-03-22,13,Madrid,1658,1646,1,0,11
2020-03-22,19,Melilla,5,4,0,0,1
2020-03-22,15,Navarra,194,141,53,0,0
2020-03-22,16,País Vasco,393,383,0,0,10
2020-03-22,17,La Rioja,108,108,0,0,0
2020-03-22,10,C. Valenciana,397,362,30,0,5
2020-03-23,01,Andalucía,562,535,27,0,0
2020-03-23,02,Aragón,266,266,0,0,0
2020-03-23,03,Asturias,70,70,0,0,0
2020-03-23,06,Cantabria,87,87,0,0,0
2020-03-23,18,Ceuta,9,0,6,0,3
2020-03-23,07,Castilla y León,769,664,105,0,0
2020-03-23,08,Castilla La Mancha,756,248,13,1,494
2020-03-23,05,Canarias,97,91,0,0,6
2020-03-23,09,Cataluña,1507,1404,0,11,92
2020-03-23,11,Extremadura,245,209,36,0,0
2020-03-23,12,Galicia,383,377,4,0,2
2020-03-23,04,Baleares,82,79,3,0,0
2020-03-23,14,Murcia,128,100,28,0,0
2020-03-23,13,Madrid,2130,2125,0,0,5
2020-03-23,19,Melilla,5,4,0,0,1
2020-03-23,15,Navarra,242,161,81,0,0
2020-03-23,16,País Vasco,483,460,0,0,23
2020-03-23,17,La Rioja,158,155,3,0,0
2020-03-23,10,C. Valenciana,485,431,51,0,3
2020-03-24,01,Andalucía,492,463,29,0,0
2020-03-24,02,Aragón,191,191,0,0,0
2020-03-24,03,Asturias,58,58,0,0,0
2020-03-24,06,Cantabria,57,57,0,0,0
2020-03-24,18,Ceuta,8,0,0,0,8
2020-03-24,07,Castilla y León,664,556,106,1,1
2020-03-24,08,Castilla La Mancha,647,249,17,1,380
2020-03-24,05,Canarias,63,59,0,0,4
2020-03-24,09,Cataluña,1411,1333,0,1,77
2020-03-24,11,Extremadura,160,137,23,0,0
2020-03-24,12,Galicia,295,291,1,0,3
2020-03-24,04,Baleares,66,65,1,0,0
2020-03-24,14,Murcia,78,61,17,0,0
2020-03-24,13,Madrid,1994,1987,1,0,6
2020-03-24,19,Melilla,1,1,0,0,0
2020-03-24,15,Navarra,278,198,80,0,0
2020-03-24,16,País Vasco,396,377,0,0,19
2020-03-24,17,La Rioja,118,118,0,0,0
2020-03-24,10,C. Valenciana,339,305,27,0,7
2020-03-25,01,Andalucía,522,487,34,0,1
2020-03-25,02,Aragón,187,186,0,0,1
2020-03-25,03,Asturias,57,57,0,0,0
2020-03-25,06,Cantabria,57,57,0,0,0
2020-03-25,18,Ceuta,9,1,2,0,6
2020-03-25,07,Castilla y León,695,598,97,0,0
2020-03-25,08,Castilla La Mancha,665,241,20,3,401
2020-03-25,05,Canarias,55,54,0,0,1
2020-03-25,09,Cataluña,1323,1250,0,3,70
2020-03-25,11,Extremadura,153,121,32,0,0
2020-03-25,12,Galicia,288,283,4,0,1
2020-03-25,04,Baleares,84,80,3,0,1
2020-03-25,14,Murcia,84,65,17,0,2
2020-03-25,13,Madrid,1778,1777,0,0,1
2020-03-25,19,Melilla,4,3,1,0,0
2020-03-25,15,Navarra,242,182,60,0,0
2020-03-25,16,País Vasco,409,389,0,0,20
2020-03-25,17,La Rioja,133,132,1,0,0
2020-03-25,10,C. Valenciana,411,359,42,0,10
2020-03-26,01,Andalucía,471,434,36,1,0
2020-03-26,02,Aragón,165,165,0,0,0
2020-03-26,03,Asturias,77,77,0,0,0
2020-03-26,06,Cantabria,39,39,0,0,0
2020-03-26,18,Ceuta,5,1,1,0,3
2020-03-26,07,Castilla y León,556,478,78,0,0
2020-03-26,08,Castilla La Mancha,587,240,16,2,329
2020-03-26,05,Canarias,62,60,0,0,2
2020-03-26,09,Cataluña,1387,1320,0,1,66
2020-03-26,11,Extremadura,138,120,18,0,0
2020-03-26,12,Galicia,300,295,4,0,1
2020-03-26,04,Baleares,73,68,5,0,0
2020-03-26,14,Murcia,47,36,11,0,0
2020-03-26,13,Madrid,1552,1549,0,0,3
2020-03-26,19,Melilla,6,5,1,0,0
2020-03-26,15,Navarra,167,117,50,0,0
2020-03-26,16,País Vasco,365,351,0,0,14
2020-03-26,17,La Rioja,114,112,2,0,0
2020-03-26,10,C. Valenciana,309,271,33,0,5
2020-03-27,01,Andalucía,423,392,31,0,0
2020-03-27,02,Aragón,211,211,0,0,0
2020-03-27,03,Asturias,70,70,0,0,0
2020-03-27,06,Cantabria,74,74,0,0,0
2020-03-27,18,Ceuta,2,0,1,0,1
2020-03-27,07,Castilla y León,524,456,68,0,0
2020-03-27,08,Castilla La Mancha,507,196,14,5,292
2020-03-27,05,Canarias,71,69,0,0,2
2020-03-27,09,Cataluña,1252,1193,0,5,54
2020-03-27,11,Extremadura,109,91,18,0,0
2020-03-27,12,Galicia,306,301,3,0,2
2020-03-27,04,Baleares,40,37,2,0,1
2020-03-27,14,Murcia,52,36,14,0,2
2020-03-27,13,Madrid,1493,1490,0,0,3
2020-03-27,19,Melilla,5,3,0,0,2
2020-03-27,15,Navarra,161,115,46,0,0
2020-03-27,16,País Vasco,397,386,0,0,11
2020-03-27,17,La Rioja,129,126,2,0,1
2020-03-27,10,C. Valenciana,333,294,27,0,12
2020-03-28,01,Andalucía,324,296,28,0,0
2020-03-28,02,Aragón,146,146,0,0,0
2020-03-28,03,Asturias,53,53,0,0,0
2020-03-28,06,Cantabria,68,68,0,0,0
2020-03-28,18,Ceuta,5,0,0,0,5
2020-03-28,07,Castilla y León,523,461,62,0,0
2020-03-28,08,Castilla La Mancha,410,166,25,1,218
2020-03-28,05,Canarias,36,35,0,0,1
2020-03-28,09,Cataluña,1327,1261,0,5,61
2020-03-28,11,Extremadura,96,72,24,0,0
2020-03-28,12,Galicia,336,333,1,0,2
2020-03-28,04,Baleares,36,32,4,0,0
2020-03-28,14,Murcia,40,29,11,0,0
2020-03-28,13,Madrid,1255,1253,0,0,2
2020-03-28,19,Melilla,4,3,1,0,0
2020-03-28,15,Navarra,140,108,32,0,0
2020-03-28,16,País Vasco,290,279,0,0,11
2020-03-28,17,La Rioja,100,100,0,0,0
2020-03-28,10,C. Valenciana,245,217,19,0,9
2020-03-29,01,Andalucía,340,319,21,0,0
2020-03-29,02,Aragón,137,137,0,0,0
2020-03-29,03,Asturias,40,40,0,0,0
2020-03-29,06,Cantabria,39,39,0,0,0
2020-03-29,18,Ceuta,7,0,0,0,7
2020-03-29,07,Castilla y León,423,387,36,0,0
2020-03-29,08,Castilla La Mancha,372,171,20,0,181
2020-03-29,05,Canarias,42,42,0,0,0
2020-03-29,09,Cataluña,1041,971,0,5,65
2020-03-29,11,Extremadura,62,51,11,0,0
