Fecha,cod_ccaa,CCAA,Fallecidos
2020-05-23,15,Navarra,0
2020-05-23,16,País Vasco,3
2020-05-23,17,La Rioja,1
2020-05-23,18,Ceuta,0
2020-05-23,19,Melilla,0
2020-05-24,00,No consta,0
2020-05-24,01,Andalucía,4
2020-05-24,02,Aragón,0
2020-05-24,03,Asturias,0
2020-05-24,04,Baleares,0
2020-05-24,05,Canarias,0
2020-05-24,06,Cantabria,0
2020-05-24,07,Castilla y León,5
2020-05-24,08,Castilla La Mancha,3
2020-05-24,09,Cataluña,9
2020-05-24,10,C. Valenciana,0
2020-05-24,11,Extremadura,1
2020-05-24,12,Galicia,1
2020-05-24,13,Madrid,23
2020-05-24,14,Murcia,0
2020-05-24,15,Navarra,0
2020-05-24,16,País Vasco,9
2020-05-24,17,La Rioja,0
2020-05-24,18,Ceuta,0
2020-05-24,19,Melilla,0
2020-05-25,00,No consta,0
2020-05-25,01,Andalucía,3
2020-05-25,02,Aragón,3
2020-05-25,03,Asturias,0
2020-05-25,04,Baleares,0
2020-05-25,05,Canarias,1
2020-05-25,06,Cantabria,0
2020-05-25,07,Castilla y León,7
2020-05-25,08,Castilla La Mancha,6
2020-05-25,09,Cataluña,14
2020-05-25,10,C. Valenciana,3
2020-05-25,11,Extremadura,1
2020-05-25,12,Galicia,0
2020-05-25,13,Madrid,26
2020-05-25,14,Murcia,0
2020-05-25,15,Navarra,0
2020-05-25,16,País Vasco,3
2020-05-25,17,La Rioja,0
2020-05-25,18,Ceuta,0
2020-05-25,19,Melilla,0
2020-05-26,00,No consta,3
2020-05-26,01,Andalucía,1
2020-05-26,02,Aragón,1
2020-05-26,03,Asturias,1
2020-05-26,04,Baleares,1
2020-05-26,05,Canarias,1
2020-05-26,06,Cantabria,0
2020-05-26,07,Castilla y León,8
2020-05-26,08,Castilla La Mancha,1
2020-05-26,09,Cataluña,7
2020-05-26,10,C. Valenciana,2
2020-05-26,11,Extremadura,1
2020-05-26,12,Galicia,1
2020-05-26,13,Madrid,24
2020-05-26,14,Murcia,0
2020-05-26,15,Navarra,0
2020-05-26,16,País Vasco,3
2020-05-26,17,La Rioja,0
2020-05-26,18,Ceuta,0
2020-05-26,19,Melilla,0
2020-05-27,00,No consta,0
2020-05-27,01,Andalucía,0
2020-05-27,02,Aragón,2
2020-05-27,03,Asturias,1
2020-05-27,04,Baleares,0
2020-05-27,05,Canarias,1
2020-05-27,06,Cantabria,0
2020-05-27,07,Castilla y León,8
2020-05-27,08,Castilla La Mancha,2
2020-05-27,09,Cataluña,9
2020-05-27,10,C. Valenciana,2
2020-05-27,11,Extremadura,1
2020-05-27,12,Galicia,0
2020-05-27,13,Madrid,16
2020-05-27,14,Murcia,0
2020-05-27,15,Navarra,1
2020-05-27,16,País Vasco,2
2020-05-27,17,La Rioja,0
2020-05-27,18,Ceuta,0
2020-05-27,19,Melilla,0
2020-05-28,00,No consta,0
2020-05-28,01,Andalucía,2
2020-05-28,02,Aragón,2
2020-05-28,03,Asturias,0
2020-05-28,04,Baleares,0
2020-05-28,05,Canarias,0
2020-05-28,06,Cantabria,0
2020-05-28,07,Castilla y León,5
2020-05-28,08,Castilla La Mancha,3
2020-05-28,09,Cataluña,8
2020-05-28,10,C. Valenciana,2
2020-05-28,11,Extremadura,0
2020-05-28,12,Galicia,0
2020-05-28,13,Madrid,14
2020-05-28,14,Murcia,0
2020-05-28,15,Navarra,0
2020-05-28,16,País Vasco,4
2020-05-28,17,La Rioja,0
2020-05-28,18,Ceuta,0
2020-05-28,19,Melilla,0
2020-05-29,00,No consta,0
2020-05-29,01,Andalucía,0
2020-05-29,02,Aragón,1
2020-05-29,03,Asturias,0
2020-05-29,04,Baleares,0
2020-05-29,05,Canarias,0
2020-05-29,06,Cantabria,0
2020-05-29,07,Castilla y León,7
2020-05-29,08,Castilla La Mancha,3
2020-05-29,09,Cataluña,10
2020-05-29,10,C. Valenciana,1
2020-05-29,11,Extremadura,1
2020-05-29,12,Galicia,1
2020-05-29,13,Madrid,15
2020-05-29,14,Murcia,0
2020-05-29,15,Navarra,0
2020-05-29,16,País Vasco,6
2020-05-29,17,La Rioja,0
2020-05-29,18,Ceuta,0
2020-05-29,19,Melilla,0
2020-05-30,00,No consta,0
2020-05-30,01,Andalucía,2
2020-05-30,02,Aragón,0
2020-05-30,03,Asturias,7
2020-05-30,04,Baleares,0
2020-05-30,05,Canarias,0
2020-05-30,06,Cantabria,0
2020-05-30,07,Castilla y León,9
2020-05-30,08,Castilla La Mancha,5
2020-05-30,09,Cataluña,7
2020-05-30,10,C. Valenciana,0
2020-05-30,11,Extremadura,1
2020-05-30,12,Galicia,0
2020-05-30,13,Madrid,7
2020-05-30,14,Murcia,0
2020-05-30,15,Navarra,0
2020-05-30,16,País Vasco,4
2020-05-30,17,La Rioja,1
2020-05-30,18,Ceuta,0
2020-05-30,19,Melilla,0
2020-05-31,00,No consta,1
2020-05-31,01,Andalucía,0
2020-05-31,02,Aragón,2
2020-05-31,03,Asturias,1
2020-05-31,04,Baleares,0
2020-05-31,05,Canarias,0
2020-05-31,06,Cantabria,0
2020-05-31,07,Castilla y León,9
2020-05-31,08,Castilla La Mancha,4
2020-05-31,09,Cataluña,7
2020-05-31,10,C. Valenciana,0
2020-05-31,11,Extremadura,0
2020-05-31,12,Galicia,0
2020-05-31,13,Madrid,14
2020-05-31,14,Murcia,0
2020-05-31,15,Navarra,0
2020-05-31,16,País Vasco,2
2020-05-31,17,La Rioja,0
2020-05-31,18,Ceuta,0
2020-05-31,19,Melilla,0
2020-06-01,00,No consta,0
2020-06-01,01,Andalucía,0
2020-06-01,02,Aragón,3
2020-06-01,03,Asturias,0
2020-06-01,04,Baleares,0
2020-06-01,05,Canarias,1
2020-06-01,06,Cantabria,0
2020-06-01,07,Castilla y León,5
2020-06-01,08,Castilla La Mancha,2
2020-06-01,09,Cataluña,5
2020-06-01,10,C. Valenciana,0
2020-06-01,11,Extremadura,0
2020-06-01,12,Galicia,1
2020-06-01,13,Madrid,14
2020-06-01,14,Murcia,0
2020-06-01,15,Navarra,0
2020-06-01,16,País Vasco,3
2020-06-01,17,La Rioja,0
2020-06-01,18,Ceuta,0
2020-06-01,19,Melilla,0
2020-06-02,00,No consta,1
2020-06-02,01,Andalucía,0
2020-06-02,02,Aragón,2
2020-06-02,03,Asturias,0
2020-06-02,04,Baleares,0
2020-06-02,05,Canarias,1
2020-06-02,06,Cantabria,0
2020-06-02,07,Castilla y León,6
2020-06-02,08,Castilla La Mancha,3
2020-06-02,09,Cataluña,5
2020-06-02,10,C. Valenciana,2
2020-06-02,11,Extremadura,1
2020-06-02,12,Galicia,1
2020-06-02,13,Madrid,19
2020-06-02,14,Murcia,0
2020-06-02,15,Navarra,0
2020-06-02,16,País Vasco,5
2020-06-02,17,La Rioja,0
2020-06-02,18,Ceuta,1
2020-06-02,19,Melilla,0
2020-06-03,00,No consta,0
2020-06-03,01,Andalucía,1
2020-06-03,02,Aragón,0
2020-06-03,03,Asturias,1
2020-06-03,04,Baleares,0
2020-06-03,05,Canarias,0
2020-06-03,06,Cantabria,0
2020-06-03,07,Castilla y León,4
2020-06-03,08,Castilla La Mancha,1
2020-06-03,09,Cataluña,9
2020-06-03,10,C. Valenciana,2
2020-06-03,11,Extremadura,1
2020-06-03,12,Galicia,0
2020-06-03,13,Madrid,17
2020-06-03,14,Murcia,0
2020-06-03,15,Navarra,0
2020-06-03,16,País Vasco,2
2020-06-03,17,La Rioja,1
2020-06-03,18,Ceuta,0
2020-06-03,19,Melilla,0
2020-06-04,00,No consta,0
2020-06-04,01,Andalucía,1
2020-06-04,02,Aragón,2
2020-06-04,03,Asturias,2
2020-06-04,04,Baleares,0
2020-06-04,05,Canarias,0
2020-06-04,06,Cantabria,0
2020-06-04,07,Castilla y León,7
2020-06-04,08,Castilla La Mancha,5
2020-06-04,09,Cataluña,7
2020-06-04,10,C. Valenciana,1
2020-06-04,11,Extremadura,0
2020-06-04,12,Galicia,0
2020-06-04,13,Madrid,17
2020-06-04,14,Murcia,0
2020-06-04,15,Navarra,0
2020-06-04,16,País Vasco,5
2020-06-04,17,La Rioja,0
2020-06-04,18,Ceuta,0
2020-06-04,19,Melilla,0
2020-06-05,00,No consta,1
2020-06-05,01,Andalucía,0
2020-06-05,02,Aragón,1
2020-06-05,03,Asturias,2
2020-06-05,04,Baleares,0
2020-06-05,05,Canarias,0
2020-06-05,06,Cantabria,0
2020-06-05,07,Castilla y León,2
2020-06-05,08,Castilla La Mancha,0
2020-06-05,09,Cataluña,2
2020-06-05,10,C. Valenciana,0
2020-06-05,11,Extremadura,0
2020-06-05,12,Galicia,0
2020-06-05,13,Madrid,10
2020-06-05,14,Murcia,0
2020-06-05,15,Navarra,0
2020-06-05,16,País Vasco,4
2020-06-05,17,La Rioja,1
2020-06-05,18,Ceuta,0
2020-06-05,19,Melilla,0
2020-06-06,00,No consta,0
2020-06-06,01,Andalucía,2
2020-06-06,02,Aragón,1
2020-06-06,03,Asturias,2
2020-06-06,04,Baleares,0
2020-06-06,05,Canarias,0
2020-06-06,06,Cantabria,0
2020-06-06,07,Castilla y León,4
2020-06-06,08,Castilla La Mancha,0
2020-06-06,09,Cataluña,4
2020-06-06,10,C. Valenciana,0
2020-06-06,11,Extremadura,0
2020-06-06,12,Galicia,0
2020-06-06,13,Madrid,13
2020-06-06,14,Murcia,0
2020-06-06,15,Navarra,0
2020-06-06,16,País Vasco,4
2020-06-06,17,La Rioja,0
2020-06-06,18,Ceuta,0
2020-06-06,19,Melilla,0
2020-06-07,00,No consta,1
2020-06-07,01,Andalucía,0
2020-06-07,02,Aragón,0
2020-06-07,03,Asturias,1
2020-06-07,04,Baleares,0
2020-06-07,05,Canarias,0
2020-06-07,06,Cantabria,0
2020-06-07,07,Castilla y León,7
2020-06-07,08,Castilla La Mancha,1
2020-06-07,09,Cataluña,2
2020-06-07,10,C. Valenciana,0
2020-06-07,11,Extremadura,0
2020-06-07,12,Galicia,0
2020-06-07,13,Madrid,7
2020-06-07,14,Murcia,0
2020-06-07,15,Navarra,0
2020-06-07,16,País Vasco,2
2020-06-07,17,La Rioja,0
2020-06-07,18,Ceuta,0
2020-06-07,19,Melilla,0
2020-06-08,00,No consta,1
2020-06-08,01,Andalucía,0
2020-06-08,02,Aragón,0
2020-06-08,03,Asturias,0
2020-06-08,04,Baleares,0
2020-06-08,05,Canarias,0
2020-06-08,06,Cantabria,0
2020-06-08,07,Castilla y León,7
2020-06-08,08,Castilla La Mancha,1
2020-06-08,09,Cataluña,8
2020-06-08,10,C. Valenciana,0
2020-06-08,11,Extremadura,0
2020-06-08,12,Galicia,0
2020-06-08,13,Madrid,9
2020-06-08,14,Murcia,1
2020-06-08,15,Navarra,0
2020-06-08,16,País Vasco,2
2020-06-08,17,La Rioja,0
2020-06-08,18,Ceuta,0
2020-06-08,19,Melilla,0
2020-06-09,00,No consta,1
2020-06-09,01,Andalucía,0
2020-06-09,02,Aragón,0
2020-06-09,03,Asturias,1
2020-06-09,04,Baleares,0
2020-06-09,05,Canarias,0
2020-06-09,06,Cantabria,0
2020-06-09,07,Castilla y León,3
2020-06-09,08,Castilla La Mancha,2
2020-06-09,09,Cataluña,0
2020-06-09,10,C. Valenciana,1
2020-06-09,11,Extremadura,0
2020-06-09,12,Galicia,0
2020-06-09,13,Madrid,6
2020-06-09,14,Murcia,0
2020-06-09,15,Navarra,0
2020-06-09,16,País Vasco,1
2020-06-09,17,La Rioja,0
2020-06-09,18,Ceuta,0
2020-06-09,19,Melilla,0
2020-06-10,00,No consta,0
2020-06-10,01,Andalucía,2
2020-06-10,02,Aragón,2
2020-06-10,03,Asturias,1
2020-06-10,04,Baleares,0
2020-06-10,05,Canarias,1
2020-06-10,06,Cantabria,0
2020-06-10,07,Castilla y León,5
2020-06-10,08,Castilla La Mancha,2
2020-06-10,09,Cataluña,3
2020-06-10,10,C. Valenciana,0
2020-06-10,11,Extremadura,1
2020-06-10,12,Galicia,1
2020-06-10,13,Madrid,10
2020-06-10,14,Murcia,0
2020-06-10,15,Navarra,0
2020-06-10,16,País Vasco,3
2020-06-10,17,La Rioja,0
2020-06-10,18,Ceuta,0
2020-06-10,19,Melilla,0
2020-06-11,00,No consta,0
2020-06-11,01,Andalucía,0
2020-06-11,02,Aragón,0
2020-06-11,03,Asturias,1
2020-06-11,04,Baleares,0
2020-06-11,05,Canarias,0
2020-06-11,06,Cantabria,0
2020-06-11,07,Castilla y León,5
2020-06-11,08,Castilla La Mancha,0
2020-06-11,09,Cataluña,2
2020-06-11,10,C. Valenciana,1
2020-06-11,11,Extremadura,0
2020-06-11,12,Galicia,0
2020-06-11,13,Madrid,13
2020-06-11,14,Murcia,0
2020-06-11,15,Navarra,0
2020-06-11,16,País Vasco,2
2020-06-11,17,La Rioja,0
2020-06-11,18,Ceuta,0
2020-06-11,19,Melilla,0
2020-06-12,00,No consta,0
2020-06-12,01,Andalucía,1
2020-06-12,02,Aragón,0
2020-06-12,03,Asturias,0
2020-06-12,04,Baleares,0
2020-06-12,05,Canarias,0
2020-06-12,06,Cantabria,0
2020-06-12,07,Castilla y León,5
2020-06-12,08,Castilla La Mancha,0
2020-06-12,09,Cataluña,1
2020-06-12,10,C. Valenciana,0
2020-06-12,11,Extremadura,0
2020-06-12,12,Galicia,0
2020-06-12,13,Madrid,12
2020-06-12,14,Murcia,0
2020-06-12,15,Navarra,0
2020-06-12,16,País Vasco,0
2020-06-12,17,La Rioja,0
2020-06-12,18,Ceuta,0
2020-06-12,19,Melilla,0
2020-06-13,00,No consta,0
2020-06-13,01,Andalucía,0
2020-06-13,02,Aragón,1
2020-06-13,03,Asturias,0
2020-06-13,04,Baleares,0
2020-06-13,05,Canarias,0
2020-06-13,06,Cantabria,0
2020-06-13,07,Castilla y León,3
2020-06-13,08,Castilla La Mancha,3
2020-06-13,09,Cataluña,6
2020-06-13,10,C. Valenciana,0
2020-06-13,11,Extremadura,0
2020-06-13,12,Galicia,0
2020-06-13,13,Madrid,9
2020-06-13,14,Murcia,0
2020-06-13,15,Navarra,0
2020-06-13,16,País Vasco,2
2020-06-13,17,La Rioja,0
2020-06-13,18,Ceuta,0
2020-06-13,19,Melilla,0
2020-06-14,00,No consta,1
2020-06-14,01,Andalucía,0
2020-06-14,02,Aragón,0
2020-06-14,03,Asturias,0
2020-06-14,04,Baleares,0
2020-06-14,05,Canarias,0
2020-06-14,06,Cantabria,0
2020-06-14,07,Castilla y León,1
2020-06-14,08,Castilla La Mancha,0
2020-06-14,09,Cataluña,5
2020-06-14,10,C. Valenciana,1
2020-06-14,11,Extremadura,0
2020-06-14,12,Galicia,0
2020-06-14,13,Madrid,10
2020-06-14,14,Murcia,0
2020-06-14,15,Navarra,0
2020-06-14,16,País Vasco,0
2020-06-14,17,La Rioja,0
2020-06-14,18,Ceuta,0
2020-06-14,19,Melilla,0
2020-06-15,00,No consta,1
2020-06-15,01,Andalucía,1
2020-06-15,02,Aragón,0
2020-06-15,03,Asturias,0
2020-06-15,04,Baleares,0
2020-06-15,05,Canarias,0
2020-06-15,06,Cantabria,0
2020-06-15,07,Castilla y León,6
2020-06-15,08,Castilla La Mancha,1
2020-06-15,09,Cataluña,6
2020-06-15,10,C. Valenciana,1
2020-06-15,11,Extremadura,0
2020-06-15,12,Galicia,0
2020-06-15,13,Madrid,4
2020-06-15,14,Murcia,0
2020-06-15,15,Navarra,0
2020-06-15,16,País Vasco,0
2020-06-15,17,La Rioja,0
2020-06-15,18,Ceuta,0
2020-06-15,19,Melilla,0
2020-06-16,00,No consta,0
2020-06-16,01,Andalucía,0
2020-06-16,02,Aragón,0
2020-06-16,03,Asturias,1
2020-06-16,04,Baleares,0
2020-06-16,05,Canarias,0
2020-06-16,06,Cantabria,0
2020-06-16,07,Castilla y León,3
2020-06-16,08,Castilla La Mancha,0
2020-06-16,09,Cataluña,1
2020-06-16,10,C. Valenciana,0
2020-06-16,11,Extremadura,0
2020-06-16,12,Galicia,0
2020-06-16,13,Madrid,6
2020-06-16,14,Murcia,0
2020-06-16,15,Navarra,0
2020-06-16,16,País Vasco,0
2020-06-16,17,La Rioja,0
2020-06-16,18,Ceuta,0
2020-06-16,19,Melilla,0
2020-06-17,00,No consta,1
2020-06-17,01,Andalucía,1
2020-06-17,02,Aragón,1
2020-06-17,03,Asturias,0
2020-06-17,04,Baleares,0
2020-06-17,05,Canarias,0
2020-06-17,06,Cantabria,0
2020-06-17,07,Castilla y León,7
2020-06-17,08,Castilla La Mancha,2
2020-06-17,09,Cataluña,2
2020-06-17,10,C. Valenciana,0
2020-06-17,11,Extremadura,0
2020-06-17,12,Galicia,0
2020-06-17,13,Madrid,11
2020-06-17,14,Murcia,0
2020-06-17,15,Navarra,0
2020-06-17,16,País Vasco,0
2020-06-17,17,La Rioja,0
2020-06-17,18,Ceuta,0
2020-06-17,19,Melilla,0
2020-06-18,00,No consta,0
2020-06-18,01,Andalucía,0
2020-06-18,02,Aragón,1
2020-06-18,03,Asturias,0
2020-06-18,04,Baleares,0
2020-06-18,05,Canarias,0
2020-06-18,06,Cantabria,1
2020-06-18,07,Castilla y León,3
2020-06-18,08,Castilla La Mancha,1
2020-06-18,09,Cataluña,1
2020-06-18,10,C. Valenciana,0
2020-06-18,11,Extremadura,0
2020-06-18,12,Galicia,0
2020-06-18,13,Madrid,4
2020-06-18,14,Murcia,0
2020-06-18,15,Navarra,0
2020-06-18,16,País Vasco,1
2020-06-18,17,La Rioja,0
2020-06-18,18,Ceuta,0
2020-06-18,19,Melilla,0
2020-06-19,00,No consta,0
2020-06-19,01,Andalucía,1
2020-06-19,02,Aragón,0
2020-06-19,03,Asturias,0
2020-06-19,04,Baleares,0
2020-06-19,05,Canarias,0
2020-06-19,06,Cantabria,0
2020-06-19,07,Castilla y León,4
2020-06-19,08,Castilla La Mancha,0
2020-06-19,09,Cataluña,3
2020-06-19,10,C. Valenciana,0
2020-06-19,11,Extremadura,0
2020-06-19,12,Galicia,0
2020-06-19,13,Madrid,10
2020-06-19,14,Murcia,0
2020-06-19,15,Navarra,0
2020-06-19,16,País Vasco,0
2020-06-19,17,La Rioja,0
2020-06-19,18,Ceuta,0
2020-06-19,19,Melilla,0
2020-06-20,00,No consta,1
2020-06-20,01,Andalucía,0
2020-06-20,02,Aragón,0
2020-06-20,03,Asturias,1
2020-06-20,04,Baleares,0
2020-06-20,05,Canarias,0
2020-06-20,06,Cantabria,0
2020-06-20,07,Castilla y León,3
2020-06-20,08,Castilla La Mancha,1
2020-06-20,09,Cataluña,2
2020-06-20,10,C. Valenciana,0
2020-06-20,11,Extremadura,0
2020-06-20,12,Galicia,0
2020-06-20,13,Madrid,6
2020-06-20,14,Murcia,0
2020-06-20,15,Navarra,0
2020-06-20,16,País Vasco,0
2020-06-20,17,La Rioja,0
2020-06-20,18,Ceuta,0
2020-06-20,19,Melilla,0
2020-06-21,00,No consta,0
2020-06-21,01,Andalucía,1
2020-06-21,02,Aragón,0
2020-06-21,03,Asturias,1
2020-06-21,04,Baleares,0
2020-06-21,05,Canarias,0
2020-06-21,06,Cantabria,0
2020-06-21,07,Castilla y León,6
2020-06-21,08,Castilla La Mancha,0
2020-06-21,09,Cataluña,1
2020-06-21,10,C. Valenciana,1
2020-06-21,11,Extremadura,0
2020-06-21,12,Galicia,0
2020-06-21,13,Madrid,5
2020-06-21,14,Murcia,0
2020-06-21,15,Navarra,0
2020-06-21,16,País Vasco,0
2020-06-21,17,La Rioja,0
2020-06-21,18,Ceuta,0
2020-06-21,19,Melilla,0
2020-06-22,00,No consta,0
2020-06-22,01,Andalucía,0
2020-06-22,02,Aragón,0
2020-06-22,03,Asturias,0
2020-06-22,04,Baleares,0
2020-06-22,05,Canarias,0
2020-06-22,06,Cantabria,0
2020-06-22,07,Castilla y León,0
2020-06-22,08,Castilla La Mancha,0
2020-06-22,09,Cataluña,1
2020-06-22,10,C. Valenciana,0
2020-06-22,11,Extremadura,0
2020-06-22,12,Galicia,0
2020-06-22,13,Madrid,5
2020-06-22,14,Murcia,0
2020-06-22,15,Navarra,0
2020-06-22,16,País Vasco,0
2020-06-22,17,La Rioja,1
2020-06-22,18,Ceuta,0
2020-06-22,19,Melilla,0
2020-06-23,00,No consta,0
2020-06-23,01,Andalucía,0
2020-06-23,02,Aragón,0
2020-06-23,03,Asturias,0
2020-06-23,04,Baleares,0
2020-06-23,05,Canarias,0
2020-06-23,06,Cantabria,0
2020-06-23,07,Castilla y León,1
2020-06-23,08,Castilla La Mancha,1
2020-06-23,09,Cataluña,1
2020-06-23,10,C. Valenciana,1
2020-06-23,11,Extremadura,0
2020-06-23,12,Galicia,0
2020-06-23,13,Madrid,4
2020-06-23,14,Murcia,0
2020-06-23,15,Navarra,0
2020-06-23,16,País Vasco,1
2020-06-23,17,La Rioja,0
2020-06-23,18,Ceuta,0
2020-06-23,19,Melilla,0
2020-06-24,00,No consta,0
2020-06-24,01,Andalucía,1
2020-06-24,02,Aragón,0
2020-06-24,03,Asturias,0
2020-06-24,04,Baleares,0
2020-06-24,05,Canarias,0
2020-06-24,06,Cantabria,0
2020-06-24,07,Castilla y León,1
2020-06-24,08,Castilla La Mancha,0
2020-06-24,09,Cataluña,1
2020-06-24,10,C. Valenciana,2
2020-06-24,11,Extremadura,0
2020-06-24,12,Galicia,0
2020-06-24,13,Madrid,6
2020-06-24,14,Murcia,0
2020-06-24,15,Navarra,0
2020-06-24,16,País Vasco,0
2020-06-24,17,La Rioja,1
2020-06-24,18,Ceuta,0
2020-06-24,19,Melilla,0
2020-06-25,00,No consta,0
2020-06-25,01,Andalucía,0
2020-06-25,02,Aragón,0
2020-06-25,03,Asturias,0
2020-06-25,04,Baleares,0
2020-06-25,05,Canarias,0
2020-06-25,06,Cantabria,0
2020-06-25,07,Castilla y León,1
2020-06-25,08,Castilla La Mancha,0
2020-06-25,09,Cataluña,2
2020-06-25,10,C. Valenciana,0
2020-06-25,11,Extremadura,0
2020-06-25,12,Galicia,0
2020-06-25,13,Madrid,7
2020-06-25,14,Murcia,0
2020-06-25,15,Navarra,0
2020-06-25,16,País Vasco,1
2020-06-25,17,La Rioja,0
2020-06-25,18,Ceuta,0
2020-06-25,19,Melilla,0
2020-06-26,00,No consta,0
2020-06-26,01,Andalucía,1
2020-06-26,02,Aragón,0
2020-06-26,03,Asturias,0
2020-06-26,04,Baleares,1
2020-06-26,05,Canarias,0
2020-06-26,06,Cantabria,0
2020-06-26,07,Castilla y León,2
2020-06-26,08,Castilla La Mancha,2
2020-06-26,09,Cataluña,1
2020-06-26,10,C. Valenciana,0
2020-06-26,11,Extremadura,0
2020-06-26,12,Galicia,0
2020-06-26,13,Madrid,1
2020-06-26,14,Murcia,0
2020-06-26,15,Navarra,0
2020-06-26,16,País Vasco,0
2020-06-26,17,La Rioja,1
2020-06-26,18,Ceuta,0
2020-06-26,19,Melilla,0
2020-06-27,00,No consta,0
2020-06-27,01,Andalucía,0
2020-06-27,02,Aragón,0
2020-06-27,03,Asturias,0
2020-06-27,04,Baleares,0
2020-06-27,05,Canarias,0
2020-06-27,06,Cantabria,0
2020-06-27,07,Castilla y León,2
2020-06-27,08,Castilla La Mancha,0
2020-06-27,09,Cataluña,0
2020-06-27,10,C. Valenciana,0
2020-06-27,11,Extremadura,0
2020-06-27,12,Galicia,0
2020-06-27,13,Madrid,1
2020-06-27,14,Murcia,0
2020-06-27,15,Navarra,0
2020-06-27,16,País Vasco,0
2020-06-27,17,La Rioja,0
2020-06-27,18,Ceuta,0
2020-06-27,19,Melilla,0
2020-06-28,00,No consta,0
2020-06-28,01,Andalucía,0
2020-06-28,02,Aragón,1
2020-06-28,03,Asturias,0
2020-06-28,04,Baleares,0
2020-06-28,05,Canarias,0
2020-06-28,06,Cantabria,0
2020-06-28,07,Castilla y León,2
2020-06-28,08,Castilla La Mancha,4
2020-06-28,09,Cataluña,1
2020-06-28,10,C. Valenciana,1
2020-06-28,11,Extremadura,0
2020-06-28,12,Galicia,0
2020-06-28,13,Madrid,3
2020-06-28,14,Murcia,0
2020-06-28,15,Navarra,0
2020-06-28,16,País Vasco,1
2020-06-28,17,La Rioja,0
2020-06-28,18,Ceuta,0
2020-06-28,19,Melilla,0
2020-06-29,00,No consta,0
2020-06-29,01,Andalucía,2
2020-06-29,02,Aragón,0
2020-06-29,03,Asturias,0
2020-06-29,04,Baleares,0
2020-06-29,05,Canarias,0
2020-06-29,06,Cantabria,0
2020-06-29,07,Castilla y León,3
2020-06-29,08,Castilla La Mancha,2
2020-06-29,09,Cataluña,1
2020-06-29,10,C. Valenciana,0
2020-06-29,11,Extremadura,0
2020-06-29,12,Galicia,0
2020-06-29,13,Madrid,1
2020-06-29,14,Murcia,0
2020-06-29,15,Navarra,0
2020-06-29,16,País Vasco,1
2020-06-29,17,La Rioja,0
2020-06-29,18,Ceuta,0
2020-06-29,19,Melilla,0
2020-06-30,00,No consta,0
2020-06-30,01,Andalucía,0
2020-06-30,02,Aragón,0
2020-06-30,03,Asturias,2
2020-06-30,04,Baleares,0
2020-06-30,05,Canarias,0
2020-06-30,06,Cantabria,0
2020-06-30,07,Castilla y León,2
2020-06-30,08,Castilla La Mancha,1
2020-06-30,09,Cataluña,3
2020-06-30,10,C. Valenciana,0
2020-06-30,11,Extremadura,0
2020-06-30,12,Galicia,0
2020-06-30,13,Madrid,3
2020-06-30,14,Murcia,0
2020-06-30,15,Navarra,0
2020-06-30,16,País Vasco,0
2020-06-30,17,La Rioja,0
2020-06-30,18,Ceuta,0
2020-06-30,19,Melilla,0
2020-07-01,00,No consta,0
2020-07-01,01,Andalucía,0
2020-07-01,02,Aragón,0
2020-07-01,03,Asturias,1
2020-07-01,04,Baleares,0
2020-07-01,05,Canarias,0
2020-07-01,06,Cantabria,0
2020-07-01,07,Castilla y León,2
2020-07-01,08,Castilla La Mancha,1
2020-07-01,09,Cataluña,1
2020-07-01,10,C. Valenciana,0
2020-07-01,11,Extremadura,0
2020-07-01,12,Galicia,0
2020-07-01,13,Madrid,2
2020-07-01,14,Murcia,1
2020-07-01,15,Navarra,0
2020-07-01,16,País Vasco,2
2020-07-01,17,La Rioja,0
2020-07-01,18,Ceuta,0
2020-07-01,19,Melilla,0
2020-07-02,00,No consta,0
2020-07-02,01,Andalucía,0
2020-07-02,02,Aragón,0
2020-07-02,03,Asturias,0
2020-07-02,04,Baleares,0
2020-07-02,05,Canarias,0
2020-07-02,06,Cantabria,0
2020-07-02,07,Castilla y León,0
2020-07-02,08,Castilla La Mancha,0
2020-07-02,09,Cataluña,1
2020-07-02,10,C. Valenciana,0
2020-07-02,11,Extremadura,0
2020-07-02,12,Galicia,0
2020-07-02,13,Madrid,0
2020-07-02,14,Murcia,0
2020-07-02,15,Navarra,0
2020-07-02,16,País Vasco,0
2020-07-02,17,La Rioja,0
2020-07-02,18,Ceuta,0
2020-07-02,19,Melilla,0
2020-07-03,00,No consta,0
2020-07-03,01,Andalucía,0
2020-07-03,02,Aragón,3
2020-07-03,03,Asturias,0
2020-07-03,04,Baleares,0
2020-07-03,05,Canarias,0
2020-07-03,06,Cantabria,0
2020-07-03,07,Castilla y León,1
2020-07-03,08,Castilla La Mancha,0
2020-07-03,09,Cataluña,1
2020-07-03,10,C. Valenciana,0
2020-07-03,11,Extremadura,0
2020-07-03,12,Galicia,0
2020-07-03,13,Madrid,0
2020-07-03,14,Murcia,0
2020-07-03,15,Navarra,0
2020-07-03,16,País Vasco,0
2020-07-03,17,La Rioja,0
2020-07-03,18,Ceuta,0
2020-07-03,19,Melilla,0
2020-07-04,00,No consta,0
2020-07-04,01,Andalucía,0
2020-07-04,02,Aragón,0
2020-07-04,03,Asturias,0
2020-07-04,04,Baleares,1
2020-07-04,05,Canarias,0
2020-07-04,06,Cantabria,0
