Fecha,cod_ine,CCAA,Casos,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos
2020-03-22,05,Canarias,,481,,172,32,11
2020-03-22,06,Cantabria,,347,,157,14,6
2020-03-22,08,Castilla La Mancha,,2078,,1410,266,145
2020-03-22,07,Castilla y León,,2055,,977,130,102
2020-03-22,09,Cataluña,,5747,,2158,308,199
2020-03-22,18,Ceuta,,6,,0,0,0
2020-03-22,10,C. Valenciana,,1901,,1311,181,94
2020-03-22,11,Extremadura,,493,,105,33,18
2020-03-22,12,Galicia,,1208,,270,62,18
2020-03-22,13,Madrid,,18900,,10771,1664,1263
2020-03-22,19,Melilla,,28,,12,1,0
2020-03-22,14,Murcia,,345,,80,23,2
2020-03-22,15,Navarra,,886,,339,40,24
2020-03-22,16,País Vasco,,2421,,1252,92,120
2020-03-22,17,La Rioja,,747,,166,22,22
2020-03-23,01,Andalucía,,2470,,1132,102,87
2020-03-23,02,Aragón,,758,,384,66,37
2020-03-23,03,Asturias,,754,,251,29,26
2020-03-23,04,Baleares,,478,,127,35,10
2020-03-23,05,Canarias,,557,,207,36,16
2020-03-23,06,Cantabria,,425,,200,16,9
2020-03-23,08,Castilla La Mancha,,2465,,1751,306,216
2020-03-23,07,Castilla y León,,2460,,1197,151,124
2020-03-23,09,Cataluña,,7864,,3209,471,293
2020-03-23,18,Ceuta,,6,,0,0,0
2020-03-23,10,C. Valenciana,,2167,,1562,222,115
2020-03-23,11,Extremadura,,636,,113,40,26
2020-03-23,12,Galicia,,1415,,338,78,20
2020-03-23,13,Madrid,,21569,,12053,1813,1535
2020-03-23,19,Melilla,,28,,12,1,0
2020-03-23,14,Murcia,,385,,99,26,3
2020-03-23,15,Navarra,,1014,,405,45,31
2020-03-23,16,País Vasco,,2728,,1425,106,133
2020-03-23,17,La Rioja,,802,,206,24,30
2020-03-24,01,Andalucía,,3008,,1433,116,113
2020-03-24,02,Aragón,,907,,459,75,40
2020-03-24,03,Asturias,,812,,281,39,29
2020-03-24,04,Baleares,,562,,164,40,13
2020-03-24,05,Canarias,,657,,235,43,21
2020-03-24,06,Cantabria,,510,,241,18,14
2020-03-24,08,Castilla La Mancha,,2780,,1980,334,263
2020-03-24,07,Castilla y León,,2940,,1457,179,165
2020-03-24,09,Cataluña,,9937,,4349,713,385
2020-03-24,18,Ceuta,,9,,2,1,0
2020-03-24,10,C. Valenciana,,2616,,1842,255,143
2020-03-24,11,Extremadura,,742,,217,48,39
2020-03-24,12,Galicia,,1653,,412,100,27
2020-03-24,13,Madrid,,24475,,13297,1962,1825
2020-03-24,19,Melilla,,38,,14,2,0
2020-03-24,14,Murcia,,477,,127,33,5
2020-03-24,15,Navarra,,1197,,506,51,33
2020-03-24,16,País Vasco,,3271,,1577,119,155
2020-03-24,17,La Rioja,,928,,254,33,37
2020-03-25,01,Andalucía,,3404,,1626,134,134
2020-03-25,02,Aragón,,1116,,562,93,48
2020-03-25,03,Asturias,,891,,322,48,29
2020-03-25,04,Baleares,,660,,205,43,17
2020-03-25,05,Canarias,,784,,279,45,24
2020-03-25,06,Cantabria,,671,,300,26,17
2020-03-25,08,Castilla La Mancha,,3383,,2266,351,316
2020-03-25,07,Castilla y León,,3488,,1823,198,206
2020-03-25,09,Cataluña,,11592,,5371,764,501
2020-03-25,18,Ceuta,,10,,2,2,0
2020-03-25,10,C. Valenciana,,3200,,2097,289,167
2020-03-25,11,Extremadura,,969,,291,52,58
2020-03-25,12,Galicia,,1915,,503,107,32
2020-03-25,13,Madrid,,27422,,15024,2117,2090
2020-03-25,19,Melilla,,39,,16,2,1
2020-03-25,14,Murcia,,596,,172,36,8
2020-03-25,15,Navarra,,1411,,649,54,49
2020-03-25,16,País Vasco,,3946,,1907,137,180
2020-03-25,17,La Rioja,,995,,316,36,43
2020-03-26,01,Andalucía,,3790,,1843,148,144
2020-03-26,02,Aragón,,1338,,693,114,58
2020-03-26,03,Asturias,,960,,370,56,39
2020-03-26,04,Baleares,,755,,237,46,22
2020-03-26,05,Canarias,,878,,328,61,27
2020-03-26,06,Cantabria,,810,,355,29,21
2020-03-26,08,Castilla La Mancha,,3934,,2673,367,367
2020-03-26,07,Castilla y León,,4132,,2214,215,252
2020-03-26,09,Cataluña,,12940,,6714,972,685
2020-03-26,18,Ceuta,,17,,2,2,0
2020-03-26,10,C. Valenciana,,3532,,2357,325,198
2020-03-26,11,Extremadura,,1231,,344,54,69
2020-03-26,12,Galicia,,2322,,557,122,43
2020-03-26,13,Madrid,,30796,,17093,2272,2412
2020-03-26,19,Melilla,,42,,18,2,1
2020-03-26,14,Murcia,,714,,209,53,15
2020-03-26,15,Navarra,,1641,,732,75,58
2020-03-26,16,País Vasco,,4601,,2270,154,207
2020-03-26,17,La Rioja,,1236,,388,43,55
2020-03-27,01,Andalucía,,4271,,2106,172,175
2020-03-27,02,Aragón,,1592,,835,124,93
2020-03-27,03,Asturias,,1037,,427,59,44
2020-03-27,04,Baleares,,862,,283,59,26
2020-03-27,05,Canarias,,1025,,377,68,36
2020-03-27,06,Cantabria,,937,,406,37,22
2020-03-27,08,Castilla La Mancha,,4512,,3106,383,448
2020-03-27,07,Castilla y León,,4791,,2648,238,321
2020-03-27,09,Cataluña,,14263,,7954,1036,827
2020-03-27,18,Ceuta,,17,,2,2,1
2020-03-27,10,C. Valenciana,,4034,,2606,348,234
2020-03-27,11,Extremadura,,1394,,406,58,88
2020-03-27,12,Galicia,,2772,,906,141,47
2020-03-27,13,Madrid,,33162,,19098,2369,2757
2020-03-27,19,Melilla,,45,,22,2,1
2020-03-27,14,Murcia,,802,,231,58,17
2020-03-27,15,Navarra,,1829,,827,84,70
2020-03-27,16,País Vasco,,5136,,2612,176,241
2020-03-27,17,La Rioja,,1436,,458,43,65
2020-03-28,01,Andalucía,,4676,,2294,201,207
2020-03-28,02,Aragón,,1858,,835,145,104
2020-03-28,03,Asturias,,1143,,452,63,47
2020-03-28,04,Baleares,,958,,344,71,29
2020-03-28,05,Canarias,,1125,,425,78,39
2020-03-28,06,Cantabria,,1023,,449,40,26
2020-03-28,08,Castilla La Mancha,,5246,,3430,393,539
2020-03-28,07,Castilla y León,,5414,,3160,261,380
2020-03-28,09,Cataluña,,15025,,8447,1080,904
2020-03-28,18,Ceuta,,21,,2,2,1
2020-03-28,10,C. Valenciana,,4784,,2773,375,267
2020-03-28,11,Extremadura,,1456,,467,67,100
2020-03-28,12,Galicia,,3139,,1043,159,60
2020-03-28,13,Madrid,,34189,,21311,2423,3082
2020-03-28,19,Melilla,,48,,24,2,1
2020-03-28,14,Murcia,,872,,260,58,20
2020-03-28,15,Navarra,,2011,,896,90,84
2020-03-28,16,País Vasco,,5740,,3106,271,265
2020-03-28,17,La Rioja,,1629,,497,43,68
2020-03-29,01,Andalucía,,5398,,2671,216,236
2020-03-29,02,Aragón,,2078,,1094,148,106
2020-03-29,03,Asturias,,1206,,491,67,59
2020-03-29,04,Baleares,,1000,,352,80,37
2020-03-29,05,Canarias,,1204,,444,84,40
2020-03-29,06,Cantabria,,1100,,481,46,27
2020-03-29,08,Castilla La Mancha,,5858,,3698,403,622
2020-03-29,07,Castilla y León,,5801,,3411,272,442
2020-03-29,09,Cataluña,,16104,,9126,1150,983
2020-03-29,18,Ceuta,,25,,2,2,1
2020-03-29,10,C. Valenciana,,5110,,2914,393,310
2020-03-29,11,Extremadura,,1560,,505,71,106
2020-03-29,12,Galicia,,3723,,1147,176,66
2020-03-29,13,Madrid,,35061,,23125,2464,3392
2020-03-29,19,Melilla,,51,,27,3,1
2020-03-29,14,Murcia,,939,,265,58,25
2020-03-29,15,Navarra,,2146,,955,96,102
2020-03-29,16,País Vasco,,6057,,3427,293,297
2020-03-29,17,La Rioja,,1733,,517,43,71
2020-03-30,01,Andalucía,,5809,,2867,235,248
2020-03-30,02,Aragón,,2272,,1176,157,138
2020-03-30,03,Asturias,,1295,,529,71,66
2020-03-30,04,Baleares,,1069,,398,85,42
2020-03-30,05,Canarias,,1262,,483,94,55
2020-03-30,06,Cantabria,,1171,,522,50,37
2020-03-30,08,Castilla La Mancha,,6424,,4187,408,708
2020-03-30,07,Castilla y León,,6211,,3629,294,516
2020-03-30,09,Cataluña,,18520,,9925,1218,1216
2020-03-30,18,Ceuta,,34,,3,3,1
2020-03-30,10,C. Valenciana,,5508,,3111,416,339
2020-03-30,11,Extremadura,,1628,,561,77,133
2020-03-30,12,Galicia,,4039,,1250,189,84
2020-03-30,13,Madrid,,37607,,23913,2554,3603
2020-03-30,19,Melilla,,54,,27,3,1
2020-03-30,14,Murcia,,974,,283,59,34
2020-03-30,15,Navarra,,2305,,1035,99,113
2020-03-30,16,País Vasco,,6320,,3594,307,325
2020-03-30,17,La Rioja,,1810,,575,51,85
2020-03-31,01,Andalucía,,6379,,3147,260,308
2020-03-31,02,Aragón,,2491,,1234,160,169
2020-03-31,03,Asturias,,1367,,554,79,75
2020-03-31,04,Baleares,,1131,,467,94,46
2020-03-31,05,Canarias,,1380,,532,110,62
2020-03-31,06,Cantabria,,1213,,543,54,54
2020-03-31,08,Castilla La Mancha,,7047,,4590,417,774
2020-03-31,07,Castilla y León,,6847,,3951,318,585
2020-03-31,09,Cataluña,,19991,,11446,1345,1458
2020-03-31,18,Ceuta,,51,,6,3,1
2020-03-31,10,C. Valenciana,,5922,,3253,434,395
2020-03-31,11,Extremadura,,1679,,600,82,152
2020-03-31,12,Galicia,,4432,,1338,203,103
2020-03-31,13,Madrid,,39409,,24553,2627,3865
2020-03-31,19,Melilla,,62,,32,3,1
2020-03-31,14,Murcia,,1041,,304,59,37
2020-03-31,15,Navarra,,2497,,1120,104,130
2020-03-31,16,País Vasco,,6838,,3806,324,369
2020-03-31,17,La Rioja,,1960,,619,54,90
2020-04-01,01,Andalucía,,6957,,3444,280,343
2020-04-01,02,Aragón,,2700,,1320,170,200
2020-04-01,03,Asturias,,1435,,602,84,76
2020-04-01,04,Baleares,,1204,,516,104,58
2020-04-01,05,Canarias,,1444,,566,113,68
2020-04-01,06,Cantabria,,1268,,567,57,60
2020-04-01,08,Castilla La Mancha,,7682,,4982,424,854
2020-04-01,07,Castilla y León,,7355,,4207,332,641
2020-04-01,09,Cataluña,,21804,,12398,1415,1629
2020-04-01,18,Ceuta,,55,,7,3,1
2020-04-01,10,C. Valenciana,,6308,,3389,449,443
2020-04-01,11,Extremadura,,1837,,649,83,181
2020-04-01,12,Galicia,,4842,,1447,212,120
2020-04-01,13,Madrid,,41199,,26112,2694,4175
2020-04-01,19,Melilla,,62,,32,3,1
2020-04-01,14,Murcia,,1084,,389,68,42
2020-04-01,15,Navarra,,2682,,1181,108,141
2020-04-01,16,País Vasco,,7317,,4087,344,412
2020-04-01,17,La Rioja,,2083,,660,57,101
2020-04-02,01,Andalucía,,7353,,3673,338,376
2020-04-02,02,Aragón,,2889,,1431,172,224
2020-04-02,03,Asturias,,1504,,634,88,80
2020-04-02,04,Baleares,,1257,,586,111,69
2020-04-02,05,Canarias,,1490,,605,120,73
2020-04-02,06,Cantabria,,1321,,592,59,64
2020-04-02,08,Castilla La Mancha,,8523,,5306,431,916
2020-04-02,07,Castilla y León,,7875,,4472,342,723
2020-04-02,09,Cataluña,,23460,,13101,1482,1784
2020-04-02,18,Ceuta,,62,,8,3,1
2020-04-02,10,C. Valenciana,,6624,,3492,460,511
2020-04-02,11,Extremadura,,1893,,706,85,200
2020-04-02,12,Galicia,,5219,,1630,219,138
2020-04-02,13,Madrid,,43038,,27325,2764,4483
2020-04-02,19,Melilla,,70,,34,3,2
2020-04-02,14,Murcia,,1145,,405,72,46
2020-04-02,15,Navarra,,2836,,1284,119,151
2020-04-02,16,País Vasco,,7827,,4283,363,444
2020-04-02,17,La Rioja,,2224,,738,64,109
2020-04-03,01,Andalucía,,7847,,3896,364,426
2020-04-03,02,Aragón,,3078,,1505,182,251
2020-04-03,03,Asturias,,1573,12,657,91,83
2020-04-03,04,Baleares,,1271,,633,113,71
2020-04-03,05,Canarias,,1564,,632,128,78
2020-04-03,06,Cantabria,,1384,,619,60,68
2020-04-03,08,Castilla La Mancha,,9324,,5556,437,989
2020-04-03,07,Castilla y León,,8332,,4685,351,786
2020-04-03,09,Cataluña,,24734,,14251,1569,1928
2020-04-03,18,Ceuta,,73,,8,4,1
2020-04-03,10,C. Valenciana,,6901,,3560,470,571
2020-04-03,11,Extremadura,,1979,,747,88,208
2020-04-03,12,Galicia,,5625,,1767,229,159
2020-04-03,13,Madrid,,44779,,28420,2821,4723
2020-04-03,19,Melilla,,79,,37,3,2
2020-04-03,14,Murcia,,1188,,434,79,51
2020-04-03,15,Navarra,,2972,,1341,120,171
2020-04-03,16,País Vasco,,8187,,4522,377,477
2020-04-03,17,La Rioja,,2405,,805,64,128
2020-04-04,01,Andalucía,,8279,,4107,474,470
2020-04-04,02,Aragón,,3232,,1588,182,270
2020-04-04,03,Asturias,,1627,13,674,93,87
2020-04-04,04,Baleares,,1293,,663,119,75
2020-04-04,05,Canarias,,1622,,644,129,80
2020-04-04,06,Cantabria,,1441,,639,62,68
2020-04-04,08,Castilla La Mancha,,10031,,5774,441,1055
2020-04-04,07,Castilla y León,,8749,,4905,361,847
2020-04-04,09,Cataluña,,26032,,14798,1653,2053
2020-04-04,18,Ceuta,,83,,9,4,2
2020-04-04,10,C. Valenciana,,7184,,3620,478,613
2020-04-04,11,Extremadura,,2047,,768,91,218
2020-04-04,12,Galicia,,5944,,1831,237,174
2020-04-04,13,Madrid,,45671,,29542,2854,4941
2020-04-04,19,Melilla,,83,,38,3,2
2020-04-04,14,Murcia,,1235,,447,80,59
2020-04-04,15,Navarra,,3073,,1399,123,178
2020-04-04,16,País Vasco,,8628,,4666,404,515
2020-04-04,17,La Rioja,,2592,,855,66,134
2020-04-05,01,Andalucía,,8559,,4227,489,491
2020-04-05,02,Aragón,,3347,,1637,186,284
2020-04-05,03,Asturias,,1681,14,695,94,93
2020-04-05,04,Baleares,,1320,,681,120,81
2020-04-05,05,Canarias,,1649,,651,133,85
2020-04-05,06,Cantabria,,1483,,658,65,77
2020-04-05,08,Castilla La Mancha,,10602,,5967,445,1132
2020-04-05,07,Castilla y León,,9116,,5041,368,919
2020-04-05,09,Cataluña,,26824,,15258,1685,2167
2020-04-05,18,Ceuta,,83,,9,4,3
2020-04-05,10,C. Valenciana,,7334,,3668,487,637
2020-04-05,11,Extremadura,,2068,,808,93,228
2020-04-05,12,Galicia,,6151,,1916,245,190
2020-04-05,13,Madrid,,46197,,30490,2879,5136
2020-04-05,19,Melilla,,86,,38,3,2
2020-04-05,14,Murcia,,1259,,468,81,68
2020-04-05,15,Navarra,,3231,,1432,124,187
2020-04-05,16,País Vasco,,8810,,4794,410,548
2020-04-05,17,La Rioja,,2719,,888,66,141
2020-04-06,01,Andalucía,,8743,,4335,499,528
2020-04-06,02,Aragón,,3449,,1663,196,312
2020-04-06,03,Asturias,,1702,16,727,96,101
2020-04-06,04,Baleares,,1369,,703,123,84
2020-04-06,05,Canarias,,1725,,689,137,89
2020-04-06,06,Cantabria,,1501,,677,66,85
2020-04-06,08,Castilla La Mancha,,11077,,6203,451,1177
2020-04-06,07,Castilla y León,,9581,,5180,375,982
2020-04-06,09,Cataluña,,28323,,15643,1740,2329
2020-04-06,18,Ceuta,,83,,9,4,4
2020-04-06,10,C. Valenciana,,7443,,3698,492,672
2020-04-06,11,Extremadura,,2116,,817,96,258
2020-04-06,12,Galicia,,6331,,1968,253,204
2020-04-06,13,Madrid,,47763,,31109,2958,5371
2020-04-06,19,Melilla,,92,,40,3,2
2020-04-06,14,Murcia,,1259,4,500,84,78
2020-04-06,15,Navarra,,3355,,1488,124,202
2020-04-06,16,País Vasco,,8974,47,4856,417,586
2020-04-06,17,La Rioja,,2846,,918,66,160
2020-04-07,01,Andalucía,,8973,,4463,520,605
2020-04-07,02,Aragón,,3549,,1716,204,349
2020-04-07,03,Asturias,,1729,22,747,97,107
2020-04-07,04,Baleares,,1412,,729,128,89
2020-04-07,05,Canarias,,1762,,703,138,91
2020-04-07,06,Cantabria,,1572,,700,69,92
2020-04-07,08,Castilla La Mancha,,11788,,6449,454,1255
2020-04-07,07,Castilla y León,,10058,,5322,386,1028
2020-04-07,09,Cataluña,,29647,,16235,1829,2462
2020-04-07,18,Ceuta,,84,,9,4,4
2020-04-07,10,C. Valenciana,,7655,,3713,496,724
2020-04-07,11,Extremadura,,2184,,852,98,271
2020-04-07,12,Galicia,,6538,,2014,256,213
2020-04-07,13,Madrid,,49160,,31554,3002,5586
2020-04-07,19,Melilla,,93,,40,3,2
2020-04-07,14,Murcia,,1297,8,515,86,85
2020-04-07,15,Navarra,,3467,,1526,124,206
2020-04-07,16,País Vasco,,9392,60,4982,430,635
2020-04-07,17,La Rioja,,2951,,955,68,177
2020-04-08,01,Andalucía,,9234,,4599,538,652
2020-04-08,02,Aragón,,3685,,1765,210,385
2020-04-08,03,Asturias,,1774,57,775,100,113
2020-04-08,04,Baleares,,1448,,749,131,89
2020-04-08,05,Canarias,,1834,,730,140,92
2020-04-08,06,Cantabria,,1619,,720,71,98
2020-04-08,08,Castilla La Mancha,,12489,,6622,460,1322
2020-04-08,07,Castilla y León,,10518,,5523,399,1082
2020-04-08,09,Cataluña,,31043,,16970,1946,2667
2020-04-08,18,Ceuta,,84,,9,4,4
2020-04-08,10,C. Valenciana,,7964,,3815,541,767
2020-04-08,11,Extremadura,,2273,,958,99,283
2020-04-08,12,Galicia,,6758,,2094,260,231
2020-04-08,13,Madrid,,50580,,32487,3038,5800
2020-04-08,19,Melilla,,93,,40,3,2
2020-04-08,14,Murcia,,1322,18,533,87,88
2020-04-08,15,Navarra,,3575,,1526,124,214
2020-04-08,16,País Vasco,,9740,66,5130,433,689
2020-04-08,17,La Rioja,,3026,,997,69,182
2020-04-09,01,Andalucía,,9482,,4715,582,691
2020-04-09,02,Aragón,,3831,,1822,212,409
2020-04-09,03,Asturias,,1822,67,797,100,129
2020-04-09,04,Baleares,,1488,,775,135,97
2020-04-09,05,Canarias,,1858,,738,141,94
2020-04-09,06,Cantabria,,1659,,747,73,102
2020-04-09,08,Castilla La Mancha,,13063,,6803,466,1431
2020-04-09,07,Castilla y León,,11102,,5674,407,1129
2020-04-09,09,Cataluña,,31824,,17780,1966,2787
2020-04-09,18,Ceuta,,91,,9,4,4
2020-04-09,10,C. Valenciana,,8331,,3987,561,796
2020-04-09,11,Extremadura,,2332,,1003,101,288
2020-04-09,12,Galicia,,6946,,2165,263,243
2020-04-09,13,Madrid,,51535,,33278,3061,5972
2020-04-09,19,Melilla,,95,,41,3,2
2020-04-09,14,Murcia,,1338,29,533,88,90
2020-04-09,15,Navarra,,3748,,1620,124,218
2020-04-09,16,País Vasco,,9992,111,5290,442,729
2020-04-09,17,La Rioja,,3076,,1047,71,196
2020-04-10,01,Andalucía,,9682,,4808,602,737
2020-04-10,02,Aragón,,3969,29,1860,215,425
2020-04-10,03,Asturias,,1865,78,831,101,134
2020-04-10,04,Baleares,,1507,,776,136,102
2020-04-10,05,Canarias,,1887,,745,144,95
2020-04-10,06,Cantabria,,1719,,773,75,107
2020-04-10,08,Castilla La Mancha,,13456,,6907,470,1483
2020-04-10,07,Castilla y León,,11543,,5817,414,1180
2020-04-10,09,Cataluña,,32984,,18194,1989,2877
2020-04-10,18,Ceuta,,93,,9,4,4
2020-04-10,10,C. Valenciana,,8578,,4132,565,818
2020-04-10,11,Extremadura,,2486,,1052,104,303
2020-04-10,12,Galicia,,7176,,2215,264,261
2020-04-10,13,Madrid,,52400,,33986,3091,6084
2020-04-10,19,Melilla,,98,,43,3,2
2020-04-10,14,Murcia,,1371,33,533,88,94
2020-04-10,15,Navarra,,3817,,1641,124,227
2020-04-10,16,País Vasco,,10313,202,5402,453,765
2020-04-10,17,La Rioja,,3223,273,1082,73,207
2020-04-11,01,Andalucía,,9976,,4950,619,799
2020-04-11,02,Aragón,,4070,55,1901,221,450
2020-04-11,03,Asturias,,1949,81,863,102,150
2020-04-11,04,Baleares,,1534,,803,141,112
2020-04-11,05,Canarias,,1918,,758,144,95
2020-04-11,06,Cantabria,,1752,,805,75,110
2020-04-11,08,Castilla La Mancha,,13698,,7040,473,1543
2020-04-11,07,Castilla y León,,12118,,5957,418,1221
2020-04-11,09,Cataluña,,34027,,18772,2018,2975
2020-04-11,18,Ceuta,,93,,9,4,4
2020-04-11,10,C. Valenciana,,8841,,4149,567,838
2020-04-11,11,Extremadura,,2580,,1074,106,312
2020-04-11,12,Galicia,,7336,,2306,267,274
2020-04-11,13,Madrid,,52944,,34545,3105,6278
2020-04-11,19,Melilla,,98,,43,3,2
2020-04-11,14,Murcia,,1380,56,537,91,97
2020-04-11,15,Navarra,,3969,,1663,124,232
2020-04-11,16,País Vasco,,10514,258,5547,459,804
2020-04-11,17,La Rioja,,3279,317,1122,73,219
2020-04-12,01,Andalucía,,10062,,4993,621,815
2020-04-12,02,Aragón,,4187,61,1938,223,464
2020-04-12,03,Asturias,,2001,83,884,105,157
2020-04-12,04,Baleares,,1550,,809,142,117
2020-04-12,05,Canarias,,1944,,763,145,96
2020-04-12,06,Cantabria,,1777,,827,75,117
2020-04-12,08,Castilla La Mancha,,14054,,7782,475,1626
2020-04-12,07,Castilla y León,,12628,,6077,423,1263
2020-04-12,09,Cataluña,,34726,,18963,2084,3105
2020-04-12,18,Ceuta,,95,,9,4,4
2020-04-12,10,C. Valenciana,,9060,,4269,576,876
2020-04-12,11,Extremadura,,2658,,1096,107,321
2020-04-12,12,Galicia,,7494,,2344,275,284
2020-04-12,13,Madrid,,53285,,35053,3122,6423
2020-04-12,19,Melilla,,101,,43,3,2
2020-04-12,14,Murcia,,1387,65,543,94,101
2020-04-12,15,Navarra,,4092,,1693,124,239
2020-04-12,16,País Vasco,,10674,344,5622,464,831
2020-04-12,17,La Rioja,,3358,317,1141,73,223
2020-04-13,01,Andalucía,,10169,114,5054,631,836
2020-04-13,02,Aragón,,4245,87,1966,229,492
2020-04-13,03,Asturias,,2030,89,902,109,165
2020-04-13,04,Baleares,,1571,,824,144,118
2020-04-13,05,Canarias,,1958,,771,147,102
2020-04-13,06,Cantabria,,1796,,853,76,120
2020-04-13,08,Castilla La Mancha,,14329,,7830,486,1714
2020-04-13,07,Castilla y León,,13180,,6175,432,1299
2020-04-13,09,Cataluña,,35197,,19224,2102,3201
2020-04-13,18,Ceuta,,96,,9,4,4
2020-04-13,10,C. Valenciana,,9213,,4397,581,907
2020-04-13,11,Extremadura,,2684,,1114,107,334
2020-04-13,12,Galicia,,7597,,2403,280,290
2020-04-13,13,Madrid,,54287,,35400,3153,6568
2020-04-13,19,Melilla,,101,,43,3,2
2020-04-13,14,Murcia,,1393,86,566,96,106
2020-04-13,15,Navarra,,4150,,1705,124,249
2020-04-13,16,País Vasco,,10845,381,5679,470,859
2020-04-13,17,La Rioja,,3420,329,1152,74,234
2020-04-14,01,Andalucía,,10392,169,5147,665,865
2020-04-14,02,Aragón,,4338,112,2006,231,514
2020-04-14,03,Asturias,,2089,105,914,111,172
2020-04-14,04,Baleares,,1605,,854,147,125
2020-04-14,05,Canarias,,1975,,781,152,104
2020-04-14,06,Cantabria,,1823,,873,76,132
2020-04-14,08,Castilla La Mancha,,14680,,7896,495,1755
2020-04-14,07,Castilla y León,,13697,,6306,440,1337
2020-04-14,09,Cataluña,,36505,,20264,2189,3453
2020-04-14,18,Ceuta,,98,,9,4,4
2020-04-14,10,C. Valenciana,,9424,,4465,588,945
2020-04-14,11,Extremadura,,2762,,1155,107,342
2020-04-14,12,Galicia,,7708,,2471,282,299
2020-04-14,13,Madrid,,55398,,35688,3180,6724
2020-04-14,19,Melilla,,102,,43,3,2
2020-04-14,14,Murcia,,1400,128,574,97,109
2020-04-14,15,Navarra,,4246,,1731,124,252
2020-04-14,16,País Vasco,,11014,461,5750,471,902
2020-04-14,17,La Rioja,,3457,374,1182,75,246
2020-04-15,01,Andalucía,,10557,216,5226,671,912
2020-04-15,02,Aragón,,4411,155,2108,235,543
2020-04-15,03,Asturias,,2110,137,927,112,176
2020-04-15,04,Baleares,,1636,,869,150,131
2020-04-15,05,Canarias,,1988,0,802,156,107
2020-04-15,06,Cantabria,,1845,,890,77,137
2020-04-15,08,Castilla La Mancha,,15151,,7987,503,1796
2020-04-15,07,Castilla y León,,14380,,6449,445,1372
2020-04-15,09,Cataluña,,37354,,20553,2252,3618
2020-04-15,18,Ceuta,,98,2,9,4,4
2020-04-15,10,C. Valenciana,,9615,,4524,625,972
2020-04-15,11,Extremadura,,2581,300,1186,107,359
2020-04-15,12,Galicia,,7873,,2494,282,310
2020-04-15,13,Madrid,,56304,,36251,3203,6877
2020-04-15,19,Melilla,,103,0,43,3,2
2020-04-15,14,Murcia,,1416,174,575,97,111
2020-04-15,15,Navarra,,4348,,1752,124,261
2020-04-15,16,País Vasco,,11203,587,5863,478,956
2020-04-15,17,La Rioja,,3539,377,1207,75,257
2020-04-16,01,Andalucía,,10635,383,5298,675,940
2020-04-16,02,Aragón,,4489,175,2151,235,562
2020-04-16,03,Asturias,,2163,156,966,113,186
2020-04-16,04,Baleares,,1667,,902,150,134
2020-04-16,05,Canarias,,2009,0,811,159,111
2020-04-16,06,Cantabria,,1884,,903,78,144
2020-04-16,08,Castilla La Mancha,,15997,,8018,511,1852
2020-04-16,07,Castilla y León,,14903,,6518,449,1401
2020-04-16,09,Cataluña,,38316,,21242,2305,3752
2020-04-16,18,Ceuta,,98,3,9,4,4
2020-04-16,10,C. Valenciana,,9486,297,4605,632,999
2020-04-16,11,Extremadura,,2656,363,1212,107,372
2020-04-16,12,Galicia,,8013,,2535,290,320
2020-04-16,13,Madrid,,57157,,36851,3214,7007
2020-04-16,19,Melilla,,104,,44,3,2
2020-04-16,14,Murcia,,1424,202,585,99,112
2020-04-16,15,Navarra,,4433,,1781,124,338
2020-04-16,16,País Vasco,,11403,686,5939,484,992
2020-04-16,17,La Rioja,,3547,551,1226,76,262
2020-04-17,01,Andalucía,,10734,434,5341,677,967
2020-04-17,02,Aragón,,4551,210,2180,237,601
2020-04-17,03,Asturias,,2186,180,980,113,190
2020-04-17,04,Baleares,,1723,24,934,155,148
2020-04-17,05,Canarias,,2035,0,822,160,115
2020-04-17,06,Cantabria,,1990,,911,78,149
2020-04-17,08,Castilla La Mancha,,16349,,8093,514,1913
2020-04-17,07,Castilla y León,,15293,,6831,495,1429
2020-04-17,09,Cataluña,,39943,152,22013,2349,3879
2020-04-17,18,Ceuta,,100,11,9,4,4
2020-04-17,10,C. Valenciana,,9584,533,4708,636,1042
2020-04-17,11,Extremadura,,2663,468,1240,107,380
2020-04-17,12,Galicia,,8084,,2554,291,334
2020-04-17,13,Madrid,,57978,0,37248,3228,7132
2020-04-17,19,Melilla,,104,0,44,3,2
2020-04-17,14,Murcia,,1430,217,611,102,115
2020-04-17,15,Navarra,,4349,230,1829,127,354
2020-04-17,16,País Vasco,,11553,802,6030,490,1020
2020-04-17,17,La Rioja,,3583,667,1249,78,272
2020-04-18,01,Andalucía,,10898,491,5424,687,993
2020-04-18,02,Aragón,,4608,223,2216,240,619
2020-04-18,03,Asturias,,2203,188,988,114,197
2020-04-18,04,Baleares,,1739,33,952,158,155
2020-04-18,05,Canarias,,2047,0,825,162,119
2020-04-18,06,Cantabria,,1949,101,924,78,153
2020-04-18,08,Castilla La Mancha,,14588,2037,8137,518,1963
2020-04-18,07,Castilla y León,,14644,977,6981,498,1458
2020-04-18,09,Cataluña,,40448,152,22235,2395,3933
2020-04-18,18,Ceuta,,100,12,9,4,4
2020-04-18,10,C. Valenciana,,9657,593,4781,643,1065
2020-04-18,11,Extremadura,,2673,519,1278,107,384
2020-04-18,12,Galicia,,8185,,2590,294,346
2020-04-18,13,Madrid,,58466,2475,37626,3238,7239
